id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
123,LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,6,Bhf4,NA,-45.0,-60.0,15.0,0.86,0,33.0,1,11.01,0,,,,9516.0,,9516.0,,False
124,LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,7,Bhfgj1,NA,-60.0,-75.0,15.0,0.86,0,48.0,1,9.58,0,,,,6426.0,,6426.0,,False
125,LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,8,Bhfgj2,NA,-75.0,-90.0,15.0,0.86,0,41.0,1,9.35,0,,,,7116.0,,7116.0,,False
126,LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,9,BCd,NA,-90.0,-105.0,15.0,1.71,0,54.0,1,1.51,0,,,,1782.0,,1188.0,,False
127,LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,10,C,NA,105.0,105.0,0.0,,0,0.0,2,1.43,0,,,,,,,,False
128,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,1,LF,NA,12.5,10.0,2.5,0.11,0,0.0,2,33.41,0,70.0,13.0,83.0,919.0,20861.0,919.0,208.61,True
129,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,2,H,NA,10.0,0.0,10.0,0.11,0,0.0,2,44.35,0,,,,4878.0,,4878.0,,False
130,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,3,Bhf,NA,0.0,-15.0,15.0,0.86,0,35.0,1,6.13,0,,,,5140.0,,5140.0,,False
131,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,4,Bhf,NA,-15.0,-30.0,15.0,0.86,0,39.0,1,5.38,0,,,,4234.0,,4234.0,,False
132,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,5,Bfhgj1,NA,-30.0,-45.0,15.0,0.86,0,41.0,1,3.67,0,,,,2793.0,,2793.0,,False
133,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,6,Bfhgj2,NA,-45.0,-55.0,10.0,0.86,0,45.0,1,3.3,0,,,,1561.0,,1561.0,,False
134,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,7,BCd,NA,-55.0,-70.0,15.0,1.71,0,44.0,1,0.93,0,,,,1336.0,,1336.0,,False
135,LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,8,C,NA,-70.0,-70.0,0.0,,0,0.0,2,0.39,0,,,,,,,,False
136,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,1,LF,NA,10.0,7.5,2.5,0.14,0,0.0,2,46.61,0,100.0,10.0,110.0,1631.0,30636.0,1631.0,268.01,True
137,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,2,H,NA,7.5,0.0,7.5,0.14,0,0.0,2,43.16,0,,,,4532.0,,4532.0,,False
138,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,3,Ae,NA,0.0,-5.0,5.0,1.31,0,22.0,1,1.16,0,,,,593.0,,593.0,,False
139,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,4,Bfh,NA,-5.0,-20.0,15.0,1.46,0,32.0,1,2.98,0,,,,4438.0,,4438.0,,False
140,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,5,Bf1,NA,-20.0,-35.0,15.0,1.46,0,36.0,1,2.59,0,,,,3630.0,,3630.0,,False
141,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,6,Bf2,NA,-35.0,-50.0,15.0,1.46,0,35.0,1,1.63,0,,,,2320.0,,2320.0,,False
142,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,7,Bf3,NA,-50.0,-65.0,15.0,1.46,0,34.0,1,0.85,0,,,,1229.0,,1229.0,,False
143,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,8,Bf4,NA,-65.0,-80.0,15.0,1.46,0,43.0,1,1.96,0,,,,2447.0,,2447.0,,False
144,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,9,Bfgj1,NA,-80.0,-95.0,15.0,1.46,0,33.0,1,2.77,0,,,,4064.0,,4064.0,,False
145,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,10,Bfgj2,NA,-95.0,-110.0,15.0,1.46,0,33.0,1,3.92,0,,,,5752.0,,1917.0,,False
146,LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,11,C,NA,-110.0,-110.0,0.0,,0,0.0,2,0.43,0,,,,,,,,False
147,KRANABETTER AND BANNER 2000,Rainbow1,Orthic Ferro-Humic Podozol,54.24027778,-130.0513889,HIGH,1,L,NA,25.0,22.0,3.0,0.11,0,0.0,2,53.0,0,25.0,25.0,50.0,1749.0,20984.0,1749.0,209.84,True
148,KRANABETTER AND BANNER 2000,Rainbow1,Orthic Ferro-Humic Podozol,54.24027778,-130.0513889,HIGH,2,Hr,NA,22.0,7.0,15.0,0.11,0,0.0,2,53.0,0,,,,8745.0,,8745.0,,False
149,KRANABETTER AND BANNER 2000,Rainbow1,Orthic Ferro-Humic Podozol,54.24027778,-130.0513889,HIGH,3,Hh,NA,7.0,0.0,7.0,0.11,0,0.0,2,53.0,0,,,,4081.0,,4081.0,,False
150,KRANABETTER AND BANNER 2000,Rainbow1,Orthic Ferro-Humic Podozol,54.24027778,-130.0513889,HIGH,4,Ae,NA,0.0,-7.0,7.0,0.93,0,0.0,2,2.9,0,,,,1888.0,,1888.0,,False
151,KRANABETTER AND BANNER 2000,Rainbow1,Orthic Ferro-Humic Podozol,54.24027778,-130.0513889,HIGH,5,Bhf,NA,-7.0,-20.0,13.0,0.86,0,0.0,0,2.9,0,,,,3242.0,,3242.0,,False
152,KRANABETTER AND BANNER 2000,Rainbow1,Orthic Ferro-Humic Podozol,54.24027778,-130.0513889,HIGH,6,C,NA,-20.0,-25.0,5.0,1.74,0,0.0,0,1.47,2,,,,1279.0,,1279.0,,False
153,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,1,L,NA,11.0,10.0,1.0,0.14,0,0.0,2,55.0,0,100.0,11.0,111.0,770.0,13815.0,770.0,138.15,True
154,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,2,Hr,NA,10.0,1.0,9.0,0.14,0,0.0,2,55.0,0,,,,6930.0,,6930.0,,False
155,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,3,Hh,NA,1.0,0.0,1.0,0.14,0,0.0,2,55.0,0,,,,770.0,,770.0,,False
156,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,4,Ae,NA,0.0,-1.0,1.0,1.31,0,0.0,2,1.9,0,,,,249.0,,249.0,,False
157,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,5,Bf1,NA,-1.0,-6.0,5.0,1.46,0,70.0,0,1.9,0,,,,416.0,,416.0,,False
158,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,6,Bf2,NA,-6.0,-75.0,69.0,1.46,0,70.0,0,1.46,2,,,,4412.0,,4412.0,,False
159,KRANABETTER AND BANNER 2000,Alywn Lk2,Orthic Humo-Ferric Podzol,54.21444444,-130.2402778,HIGH,7,BC,NA,-75.0,-100.0,25.0,1.19,0,70.0,0,0.3,2,,,,268.0,,268.0,,False
160,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,54.22222222,-130.175,HIGH,1,L,NA,24.0,22.0,2.0,0.14,0,0.0,2,53.7,0,100.0,24.0,124.0,1504.0,28254.0,1504.0,282.54,True
161,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,54.22222222,-130.175,HIGH,2,Hr,NA,10.0,1.0,9.0,0.14,0,0.0,2,53.7,0,,,,6766.0,,6766.0,,False
162,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,54.22222222,-130.175,HIGH,3,Hh,NA,1.0,0.0,1.0,0.14,0,0.0,2,53.7,0,,,,752.0,,752.0,,False
163,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,54.22222222,-130.175,HIGH,4,Ae,NA,0.0,-1.0,1.0,1.31,0,0.0,2,4.4,0,,,,576.0,,576.0,,False
164,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,54.22222222,-130.175,HIGH,5,Bfh,NA,-1.0,-42.0,41.0,1.46,0,50.0,0,4.4,0,,,,13169.0,,13169.0,,False
165,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,54.22222222,-130.175,HIGH,6,BC,NA,-42.0,-100.0,58.0,1.19,0,50.0,0,1.59,2,,,,5487.0,,5487.0,,False
166,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,1,L,NA,11.0,10.0,1.0,0.11,0,0.0,2,54.7,0,100.0,11.0,111.0,602.0,27241.0,602.0,272.41,True
167,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,2,Fm,NA,10.0,9.0,1.0,0.11,0,0.0,2,54.7,0,,,,602.0,,602.0,,False
168,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,3,Hr,NA,9.0,1.0,8.0,0.11,0,0.0,2,54.7,0,,,,4814.0,,4814.0,,False
169,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,4,Hh,NA,1.0,0.0,1.0,0.11,0,0.0,2,54.7,0,,,,602.0,,602.0,,False
170,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,5,Bhf1,NA,0.0,-15.0,15.0,0.86,0,40.0,0,5.3,0,,,,4102.0,,4102.0,,False
171,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,6,Bhf2,NA,-15.0,-50.0,35.0,0.86,0,40.0,0,4.46,2,,,,8055.0,,8055.0,,False
172,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,54.22527778,-130.1597222,HIGH,7,BC,NA,-50.0,-100.0,50.0,1.71,0,40.0,0,1.65,2,,,,8464.0,,8464.0,,False
173,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,54.18055556,-130.2180556,HIGH,1,L,NA,15.0,14.0,1.0,0.11,0,0.0,2,54.2,0,90.0,15.0,105.0,596.0,63743.0,596.0,637.43,True
174,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,54.18055556,-130.2180556,HIGH,2,Hr,NA,14.0,3.0,11.0,0.11,0,0.0,2,54.2,0,,,,6558.0,,6558.0,,False
175,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,54.18055556,-130.2180556,HIGH,3,Hzi,NA,3.0,0.0,3.0,0.11,0,0.0,2,54.2,0,,,,1789.0,,1789.0,,False
176,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,54.18055556,-130.2180556,HIGH,4,Ae,NA,0.0,-1.0,1.0,0.93,0,0.0,2,10.5,0,,,,976.0,,976.0,,False
177,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,54.18055556,-130.2180556,HIGH,5,Bhf,NA,-1.0,-40.0,39.0,0.86,0,20.0,0,10.5,0,,,,28174.0,,28174.0,,False
178,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,54.18055556,-130.2180556,HIGH,6,BC,NA,-40.0,-90.0,50.0,1.71,0,20.0,0,3.75,2,,,,25650.0,,25650.0,,False
179,KRANABETTER AND BANNER 2000,Giltoyees6,Hemic Folisol (used podzol Db),53.79027778,-128.9680556,HIGH,1,L,NA,46.0,45.0,1.0,0.14,0,0.0,2,56.8,0,1.0,46.0,47.0,795.0,37745.0,795.0,377.45,True
180,KRANABETTER AND BANNER 2000,Giltoyees6,Hemic Folisol (used podzol Db),53.79027778,-128.9680556,HIGH,2,Hr,NA,45.0,0.0,45.0,0.14,0,0.0,2,56.8,0,,,,35784.0,,35784.0,,False
181,KRANABETTER AND BANNER 2000,Giltoyees6,Hemic Folisol (used podzol Db),53.79027778,-128.9680556,HIGH,3,C,NA,0.0,-1.0,1.0,1.74,0,0.0,0,6.7,0,,,,1166.0,,1166.0,,False
182,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,53.17611111,-128.6694444,HIGH,1,L,NA,11.0,10.0,1.0,0.14,0,0.0,2,50.5,0,100.0,11.0,111.0,707.0,37185.0,707.0,371.85,True
183,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,53.17611111,-128.6694444,HIGH,2,Hr,NA,10.0,2.0,8.0,0.14,0,0.0,2,50.5,0,,,,5656.0,,5656.0,,False
184,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,53.17611111,-128.6694444,HIGH,3,Hh,NA,2.0,0.0,2.0,0.14,0,0.0,2,50.5,0,,,,1414.0,,1414.0,,False
185,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,53.17611111,-128.6694444,HIGH,4,Ae,NA,0.0,-5.0,5.0,1.31,0,12.0,0,3.8,0,,,,2190.0,,2190.0,,False
186,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,53.17611111,-128.6694444,HIGH,5,Bf,NA,-5.0,-100.0,95.0,1.46,0,12.0,0,2.23,2,,,,27218.0,,27218.0,,False
187,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,52.65527778,-128.7286111,HIGH,1,L,NA,18.0,17.0,1.0,0.11,0,0.0,2,54.0,0,75.0,18.0,93.0,594.0,18794.0,594.0,187.94,True
188,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,52.65527778,-128.7286111,HIGH,2,Hr,NA,17.0,12.0,5.0,0.11,0,0.0,2,54.0,0,,,,2970.0,,2970.0,,False
189,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,52.65527778,-128.7286111,HIGH,3,Hh,NA,12.0,0.0,12.0,0.11,0,0.0,2,54.0,0,,,,7128.0,,7128.0,,False
190,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,52.65527778,-128.7286111,HIGH,4,Bhf,NA,0.0,-40.0,40.0,0.86,0,60.0,0,3.8,0,,,,5229.0,,5229.0,,False
191,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,52.65527778,-128.7286111,HIGH,5,BC,NA,-40.0,-75.0,35.0,1.71,0,60.0,0,1.2,2,,,,2873.0,,2873.0,,False
192,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,1,L,NA,8.0,7.0,1.0,0.14,0,0.0,2,55.2,0,32.0,8.0,40.0,773.0,27875.0,773.0,278.75,True
193,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,2,Hr,NA,7.0,0.5,7.0,0.14,0,0.0,2,55.2,0,,,,5410.0,,5410.0,,False
194,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,3,Hh,NA,0.5,0.0,1.0,0.14,0,0.0,2,55.2,0,,,,773.0,,773.0,,False
195,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,4,Bf,NA,0.0,-30.0,30.0,1.46,0,5.0,0,5.0,0,,,,20805.0,,20805.0,,False
196,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,52.6825,-129.0527778,HIGH,5,Bhf,NA,-30.0,-32.0,2.0,1.46,0,5.0,0,0.41,2,,,,114.0,,114.0,,False
197,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,1,L,NA,13.0,12.0,1.0,0.16,0,0.0,2,56.8,0,32.0,13.0,45.0,909.0,16270.0,909.0,162.7,True
198,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,2,Fm,NA,12.0,10.0,2.0,0.16,0,0.0,2,56.8,0,,,,1818.0,,1818.0,,False
199,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,3,Hr,NA,10.0,0.0,10.0,0.16,0,0.0,2,56.8,0,,,,9088.0,,9088.0,,False
200,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,4,Bm,NA,0.0,-30.0,30.0,1.45,0,15.0,0,1.2,0,,,,4437.0,,4437.0,,False
201,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,52.97,-129.1925,HIGH,5,Bhf,NA,-30.0,-32.0,2.0,1.03,0,15.0,0,0.1,2,,,,18.0,,18.0,,False
202,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,53.08777778,-129.4727778,HIGH,1,L,NA,6.0,5.0,1.0,0.16,0,0.0,2,45.8,0,8.0,6.0,14.0,733.0,8138.0,733.0,81.38,True
203,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,53.08777778,-129.4727778,HIGH,2,Fm,NA,5.0,0.0,5.0,0.16,0,0.0,2,45.8,0,,,,3664.0,,3664.0,,False
204,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,53.08777778,-129.4727778,HIGH,3,Bm,NA,0.0,-8.0,8.0,1.45,0,25.0,0,4.3,0,,,,3741.0,,3741.0,,False
205,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,1,L,NA,22.0,21.0,1.0,0.11,0,0.0,2,51.5,0,75.0,22.0,97.0,566.0,55375.0,566.0,553.75,True
206,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,2,Fm,NA,21.0,17.0,4.0,0.11,0,0.0,2,51.5,0,,,,2266.0,,2266.0,,False
207,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,3,Hr,NA,17.0,7.0,10.0,0.11,0,0.0,2,51.5,0,,,,5665.0,,5665.0,,False
208,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,4,Hh,NA,7.0,0.0,7.0,0.11,0,0.0,2,51.5,0,,,,3966.0,,3966.0,,False
209,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,5,Ah,NA,0.0,-7.0,7.0,0.93,0,0.0,2,6.8,0,,,,4427.0,,4427.0,,False
210,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,6,Ae,NA,-7.0,-15.0,8.0,0.93,0,0.0,2,6.8,0,,,,5059.0,,5059.0,,False
211,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,7,Bhf,NA,-15.0,-30.0,15.0,0.86,0,0.0,0,6.8,0,,,,8772.0,,8772.0,,False
212,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,8,BC,NA,-30.0,-40.0,10.0,1.71,0,0.0,0,6.76,2,,,,11560.0,,11560.0,,False
213,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,54.03527778,-130.2608333,HIGH,9,C,NA,-40.0,-75.0,35.0,1.74,0,0.0,0,2.15,2,,,,13094.0,,13094.0,,False
214,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,1,L,NA,46.0,45.0,1.0,0.14,0,0.0,2,45.0,0,20.0,46.0,66.0,630.0,40397.0,630.0,403.97,True
215,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,2,Hr,NA,45.0,20.0,25.0,0.14,0,0.0,2,45.0,0,,,,15750.0,,15750.0,,False
216,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,3,Hh,NA,20.0,0.0,20.0,0.14,0,0.0,2,45.0,0,,,,12600.0,,12600.0,,False
217,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,4,Ae,NA,0.0,-5.0,5.0,0.93,0,0.0,2,4.3,0,,,,2000.0,,2000.0,,False
218,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),53.95666667,-130.2716667,HIGH,5,Bf,NA,-5.0,-20.0,15.0,1.46,0,0.0,0,4.3,0,,,,9417.0,,9417.0,,False
219,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,1,Om1,NA,15.0,8.0,7.0,0.12,0,0.0,0,32.69,0,85.0,15.0,100.0,2746.0,16346.0,2746.0,163.46,True
220,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,2,Om2,NA,8.0,0.0,8.0,0.12,0,0.0,0,23.02,0,,,,2210.0,,2210.0,,False
221,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,3,Bh,NA,0.0,-14.0,14.0,0.86,0,20.0,0,3.3,0,,,,3179.0,,3179.0,,False
222,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,4,Bhc1,NA,-14.0,-36.0,22.0,0.86,0,20.0,0,3.18,0,,,,4813.0,,4813.0,,False
223,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,5,Bmc,NA,-36.0,-50.0,14.0,0.86,0,30.0,0,0.93,0,,,,784.0,,784.0,,False
224,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,6,Bhc2,NA,-50.0,-70.0,20.0,0.86,0,30.0,0,1.1,0,,,,1324.0,,1324.0,,False
225,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,51.64361111,-128.1430556,HIGH,7,BC,NA,-70.0,-85.0,15.0,1.73,0,30.0,0,0.71,0,,,,1290.0,,1290.0,,False
226,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,1,Fm,NA,28.0,22.0,6.0,0.14,0,0.0,0,54.87,0,43.0,28.0,71.0,4609.0,25982.0,4609.0,259.82,True
227,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,2,Hh1,NA,22.0,12.0,10.0,0.14,0,0.0,0,50.19,0,,,,7027.0,,7027.0,,False
228,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,3,Hh2,NA,12.0,4.0,8.0,0.14,0,0.0,0,37.64,0,,,,4216.0,,4216.0,,False
229,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,4,Hhi,NA,4.0,0.0,4.0,0.14,0,0.0,0,17.66,0,,,,989.0,,989.0,,False
230,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,5,Bf,NA,0.0,-10.0,10.0,1.46,0,20.0,0,4.09,0,,,,4777.0,,4777.0,,False
231,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,6,Bfg,NA,-10.0,-23.0,13.0,1.46,0,20.0,0,2.13,0,,,,3234.0,,3234.0,,False
232,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,51.6098,-127.97309,HIGH,7,Cg,NA,-23.0,-43.0,20.0,1.57,0,20.0,0,0.45,0,,,,1130.0,,1130.0,,False
233,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,1,Lv,NA,0.0,-4.0,4.0,0.11,0,0.0,0,52.14,0,100.0,0.0,100.0,2294.0,71893.0,2294.0,485.8,True
234,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,2,Faw,NA,-4.0,-20.0,16.0,0.11,0,0.0,0,57.1,0,,,,10050.0,,10050.0,,False
235,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,3,Hh,NA,-20.0,-60.0,40.0,0.11,0,0.0,0,53.89,0,,,,23712.0,,23712.0,,False
236,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,4,Hhi,NA,-60.0,-90.0,30.0,0.11,0,0.0,0,20.29,0,,,,6696.0,,6696.0,,False
237,Hakai DSM pedon master data file,DSM52,Humic Folisol,51.657104,-128.015284,HIGH,5,Bh,NA,-90.0,-140.0,50.0,0.86,0,10.0,0,7.53,0,,,,29141.0,,5828.0,,False
238,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,1,Lv,NA,0.0,-2.0,2.0,0.11,0,0.0,0,56.17,0,100.0,0.0,100.0,1236.0,71307.0,1236.0,647.28,True
239,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,2,Fm,NA,-2.0,-5.0,3.0,0.11,0,0.0,0,56.26,0,,,,1857.0,,1857.0,,False
240,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,3,Hh1,NA,-5.0,-65.0,60.0,0.11,0,0.0,0,59.15,0,,,,39039.0,,39039.0,,False
241,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,4,Hh2,NA,-65.0,-100.0,35.0,0.11,0,0.0,0,58.69,0,,,,22596.0,,22596.0,,False
242,Hakai DSM pedon master data file,DSM54,Humic Folisol,51.658914,-128.07333,HIGH,5,Hh3,NA,-100.0,-110.0,10.0,0.11,0,0.0,0,59.81,0,,,,6579.0,,0.0,,False
243,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,51.659551,-128.072886,HIGH,1,S/L,NA,13.0,10.0,3.0,0.11,0,0.0,0,54.55,0,65.0,13.0,78.0,1800.0,29841.0,1800.0,298.41,True
