id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
3642,"BEC (Meidinger and Pojar, 1991)",384,Regosolic,48.89664078,124.9567032,NA,4,IIC,Mineral,-33.0,-68.0,35.0,1.1,1,23.5,1,0.92,2,,,,2710.0,,2710.0,,False
3643,"BEC (Meidinger and Pojar, 1991)",384,Regosolic,48.89664078,124.9567032,NA,5,IIIC,Mineral,-68.0,-68.0,0.0,1.1,1,40.0,1,0.92,2,,,,0.0,,0.0,,False
3644,"BEC (Meidinger and Pojar, 1991)",385,NA,49.24874878,124.6118011,NA,1,Lv,Organic,10.0,9.0,1.0,0.0,1,0.0,1,,2,0.0,3.0,3.0,,0.0,,0.0,True
3645,"BEC (Meidinger and Pojar, 1991)",385,NA,49.24874878,124.6118011,NA,2,Fm,Organic,9.0,7.0,2.0,0.0,1,0.0,1,,2,,,,,,,,False
3646,"BEC (Meidinger and Pojar, 1991)",386,Organic,49.24224854,124.6183014,NA,1,Lv,Organic,6.0,5.0,1.0,0.08,1,0.0,1,51.68,2,0.0,6.0,6.0,413.0,3740.0,413.0,37.4,True
3647,"BEC (Meidinger and Pojar, 1991)",386,Organic,49.24224854,124.6183014,NA,2,Fm,Organic,5.0,4.0,1.0,0.12,1,0.0,1,51.68,2,,,,620.0,,620.0,,False
3648,"BEC (Meidinger and Pojar, 1991)",386,Organic,49.24224854,124.6183014,NA,3,Hh,Organic,4.0,0.0,4.0,0.15,1,0.0,1,45.12,2,,,,2707.0,,2707.0,,False
3649,"BEC (Meidinger and Pojar, 1991)",387,Organic,49.24874878,124.6118011,NA,1,Hh,Organic,7.0,0.0,7.0,0.15,1,0.0,1,45.12,2,0.0,7.0,7.0,4738.0,4738.0,4738.0,47.38,True
3650,"BEC (Meidinger and Pojar, 1991)",388,Podzolic,49.24224854,124.6183014,NA,1,Aej,Mineral,0.0,-1.0,1.0,1.31,1,20.0,1,4.74,2,1.0,0.0,1.0,497.0,497.0,497.0,4.97,True
3651,"BEC (Meidinger and Pojar, 1991)",389,Podzolic,49.24874878,124.6118011,NA,1,Ae,Mineral,0.0,-5.0,5.0,0.93,1,0.0,1,10.95,2,40.0,0.0,40.0,5092.0,8632.0,5092.0,86.32,True
3652,"BEC (Meidinger and Pojar, 1991)",389,Podzolic,49.24874878,124.6118011,NA,2,Bhf,Mineral,-5.0,-40.0,35.0,0.86,1,70.0,1,3.92,2,,,,3540.0,,3540.0,,False
3653,"BEC (Meidinger and Pojar, 1991)",390,Podzolic,49.24224854,124.6183014,NA,1,Bf1,Mineral,-1.0,-42.0,41.0,1.38,1,55.0,1,1.7,2,42.0,0.0,42.0,4328.0,4445.0,4328.0,44.45,True
3654,"BEC (Meidinger and Pojar, 1991)",390,Podzolic,49.24224854,124.6183014,NA,2,Bf2,Mineral,-42.0,-43.0,1.0,1.38,1,50.0,1,1.7,2,,,,117.0,,117.0,,False
3655,"BEC (Meidinger and Pojar, 1991)",390,Podzolic,49.24224854,124.6183014,NA,3,R,Mineral,-43.0,-43.0,0.0,0.0,1,0.0,1,,2,,,,,,,,False
3656,"BEC (Meidinger and Pojar, 1991)",391,Podzolic,49.24874878,124.6118011,NA,1,C,Mineral,-40.0,-40.0,0.0,1.74,1,70.0,1,1.27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
3657,"BEC (Meidinger and Pojar, 1991)",391,Podzolic,49.24874878,124.6118011,NA,2,S,Organic,0.0,0.0,0.0,0.0,1,0.0,1,,2,,,,,,,,False
3658,"BEC (Meidinger and Pojar, 1991)",392,Podzolic,49.32371902,124.5416031,NA,1,Fm,Organic,2.0,0.0,2.0,0.14,1,0.0,1,43.21,2,40.0,2.0,42.0,1210.0,3134.0,1210.0,31.34,True
3659,"BEC (Meidinger and Pojar, 1991)",392,Podzolic,49.32371902,124.5416031,NA,2,Bf,Mineral,0.0,-13.0,13.0,1.38,1,70.0,1,1.7,2,,,,915.0,,915.0,,False
3660,"BEC (Meidinger and Pojar, 1991)",392,Podzolic,49.32371902,124.5416031,NA,3,Bm,Mineral,-13.0,-30.0,17.0,1.19,1,75.0,1,1.7,2,,,,860.0,,860.0,,False
3661,"BEC (Meidinger and Pojar, 1991)",392,Podzolic,49.32371902,124.5416031,NA,4,BC,Mineral,-30.0,-40.0,10.0,1.38,1,80.0,1,0.54,2,,,,149.0,,149.0,,False
3662,"BEC (Meidinger and Pojar, 1991)",393,Gleysolic,48.77555084,125.0936966,NA,1,Ln,Organic,44.0,41.0,3.0,0.12,1,0.0,1,42.07,2,48.0,44.0,92.0,1515.0,37255.0,1515.0,372.55,True
3663,"BEC (Meidinger and Pojar, 1991)",393,Gleysolic,48.77555084,125.0936966,NA,2,Fm,Organic,41.0,21.0,20.0,0.12,1,0.0,1,42.07,2,,,,10097.0,,10097.0,,False
3664,"BEC (Meidinger and Pojar, 1991)",393,Gleysolic,48.77555084,125.0936966,NA,3,Hh,Organic,21.0,0.0,21.0,0.21,1,0.0,1,35.51,2,,,,15660.0,,15660.0,,False
3665,"BEC (Meidinger and Pojar, 1991)",393,Gleysolic,48.77555084,125.0936966,NA,4,Aej,Mineral,0.0,-2.0,2.0,1.39,1,0.0,1,3.85,2,,,,1070.0,,1070.0,,False
3666,"BEC (Meidinger and Pojar, 1991)",393,Gleysolic,48.77555084,125.0936966,NA,5,Bg,Mineral,-2.0,-48.0,46.0,1.56,1,10.0,1,1.38,2,,,,8913.0,,8913.0,,False
3667,"BEC (Meidinger and Pojar, 1991)",393,Gleysolic,48.77555084,125.0936966,NA,6,Cgj,Mineral,-48.0,-48.0,0.0,1.71,1,5.0,1,0.45,2,,,,0.0,,0.0,,False
3668,"BEC (Meidinger and Pojar, 1991)",394,Podzolic,49.10533905,124.7720108,NA,1,L,Organic,6.0,5.0,1.0,0.14,1,0.0,1,43.21,2,70.0,6.0,76.0,605.0,11159.0,605.0,111.59,True
3669,"BEC (Meidinger and Pojar, 1991)",394,Podzolic,49.10533905,124.7720108,NA,2,F,Organic,5.0,3.0,2.0,0.14,1,0.0,1,43.21,2,,,,1210.0,,1210.0,,False
3670,"BEC (Meidinger and Pojar, 1991)",394,Podzolic,49.10533905,124.7720108,NA,3,H,Organic,3.0,0.0,3.0,0.14,1,0.0,1,36.65,2,,,,1539.0,,1539.0,,False
3671,"BEC (Meidinger and Pojar, 1991)",394,Podzolic,49.10533905,124.7720108,NA,4,Aej,Mineral,0.0,-8.0,8.0,1.31,1,60.0,1,4.74,2,,,,1987.0,,1987.0,,False
3672,"BEC (Meidinger and Pojar, 1991)",394,Podzolic,49.10533905,124.7720108,NA,5,Bf,Mineral,-8.0,-70.0,62.0,1.38,1,60.0,1,1.7,2,,,,5818.0,,5818.0,,False
3673,"BEC (Meidinger and Pojar, 1991)",395,Podzolic,50.56027985,123.3200989,NA,1,L,Organic,10.0,9.0,1.0,0.14,1,0.0,1,43.21,2,46.0,10.0,56.0,605.0,15913.0,605.0,159.13,True
3674,"BEC (Meidinger and Pojar, 1991)",395,Podzolic,50.56027985,123.3200989,NA,2,Fm,Organic,9.0,6.0,3.0,0.14,1,0.0,1,43.21,2,,,,1815.0,,1815.0,,False
3675,"BEC (Meidinger and Pojar, 1991)",395,Podzolic,50.56027985,123.3200989,NA,3,Hh,Organic,6.0,0.0,6.0,0.14,1,0.0,1,36.65,2,,,,3079.0,,3079.0,,False
3676,"BEC (Meidinger and Pojar, 1991)",395,Podzolic,50.56027985,123.3200989,NA,4,Ae,Mineral,0.0,-6.0,6.0,1.31,1,10.0,1,4.74,2,,,,3353.0,,3353.0,,False
3677,"BEC (Meidinger and Pojar, 1991)",395,Podzolic,50.56027985,123.3200989,NA,5,Bf1,Mineral,-6.0,-25.0,19.0,1.38,1,30.0,1,1.7,2,,,,3120.0,,3120.0,,False
3678,"BEC (Meidinger and Pojar, 1991)",395,Podzolic,50.56027985,123.3200989,NA,6,Bf2,Mineral,-25.0,-46.0,21.0,1.38,1,20.0,1,1.7,2,,,,3941.0,,3941.0,,False
3679,"BEC (Meidinger and Pojar, 1991)",396,Regosolic,48.82072067,125.066597,NA,1,Lv,Organic,1.0,0.5,0.5,0.11,1,0.0,1,25.58,2,100.0,1.0,101.0,141.0,17670.0,141.0,176.7,True
3680,"BEC (Meidinger and Pojar, 1991)",396,Regosolic,48.82072067,125.066597,NA,2,Hh,Organic,0.5,0.0,0.5,0.55,1,0.0,1,19.02,2,,,,523.0,,523.0,,False
3681,"BEC (Meidinger and Pojar, 1991)",396,Regosolic,48.82072067,125.066597,NA,3,Ah,Mineral,0.0,-10.0,10.0,0.97,1,20.0,1,7.94,2,,,,6161.0,,6161.0,,False
3682,"BEC (Meidinger and Pojar, 1991)",396,Regosolic,48.82072067,125.066597,NA,4,Ahj,Mineral,-10.0,-18.0,8.0,0.97,1,25.0,1,7.94,2,,,,4621.0,,4621.0,,False
3683,"BEC (Meidinger and Pojar, 1991)",396,Regosolic,48.82072067,125.066597,NA,5,IIC,Mineral,-18.0,-43.0,25.0,1.1,1,25.0,1,0.92,2,,,,1898.0,,1898.0,,False
3684,"BEC (Meidinger and Pojar, 1991)",396,Regosolic,48.82072067,125.066597,NA,6,IIIC,Mineral,-43.0,-100.0,57.0,1.1,1,25.0,1,0.92,2,,,,4326.0,,4326.0,,False
3685,"BEC (Meidinger and Pojar, 1991)",397,Regosolic,48.82202911,125.0673981,NA,1,Ln,Organic,1.0,0.0,1.0,0.11,1,0.0,1,25.58,2,32.0,1.0,33.0,281.0,3357.0,281.0,33.57,True
3686,"BEC (Meidinger and Pojar, 1991)",397,Regosolic,48.82202911,125.0673981,NA,2,IC,Mineral,0.0,-32.0,32.0,1.1,1,5.0,1,0.92,2,,,,3076.0,,3076.0,,False
3687,"BEC (Meidinger and Pojar, 1991)",397,Regosolic,48.82202911,125.0673981,NA,3,IIC,Mineral,-32.0,-32.0,0.0,1.1,1,5.0,1,0.92,2,,,,0.0,,0.0,,False
3688,"BEC (Meidinger and Pojar, 1991)",398,Brunisolic,48.8793602,125.0143967,NA,1,Lv,Organic,38.0,36.0,2.0,0.16,1,0.0,1,37.4,2,50.0,38.0,88.0,1197.0,24657.0,1197.0,246.57,True
3689,"BEC (Meidinger and Pojar, 1991)",398,Brunisolic,48.8793602,125.0143967,NA,2,Fz,Organic,36.0,35.0,1.0,0.16,1,0.0,1,37.4,2,,,,598.0,,598.0,,False
3690,"BEC (Meidinger and Pojar, 1991)",398,Brunisolic,48.8793602,125.0143967,NA,3,Hr,Organic,35.0,0.0,35.0,0.16,1,0.0,1,30.85,2,,,,17276.0,,17276.0,,False
3691,"BEC (Meidinger and Pojar, 1991)",398,Brunisolic,48.8793602,125.0143967,NA,4,Bm,Mineral,0.0,-22.0,22.0,1.45,1,5.0,1,1.2,2,,,,3637.0,,3637.0,,False
3692,"BEC (Meidinger and Pojar, 1991)",398,Brunisolic,48.8793602,125.0143967,NA,5,Bg,Mineral,-22.0,-50.0,28.0,1.45,1,60.0,1,1.2,2,,,,1949.0,,1949.0,,False
3693,"BEC (Meidinger and Pojar, 1991)",398,Brunisolic,48.8793602,125.0143967,NA,6,C,Mineral,-50.0,-50.0,0.0,1.38,1,50.0,1,0.39,2,,,,0.0,,0.0,,False
3694,"BEC (Meidinger and Pojar, 1991)",399,Brunisolic,49.35863876,124.540863,NA,1,Ae,Mineral,0.0,-1.0,1.0,1.24,1,0.0,1,3.36,2,41.0,0.0,41.0,417.0,6870.0,417.0,68.7,True
3695,"BEC (Meidinger and Pojar, 1991)",399,Brunisolic,49.35863876,124.540863,NA,2,B,Mineral,0.0,0.0,0.0,1.45,1,10.0,1,1.2,2,,,,0.0,,0.0,,False
3696,"BEC (Meidinger and Pojar, 1991)",399,Brunisolic,49.35863876,124.540863,NA,3,Fa,Organic,0.0,0.0,0.0,0.0,1,0.0,1,37.4,2,,,,0.0,,0.0,,False
3697,"BEC (Meidinger and Pojar, 1991)",399,Brunisolic,49.35863876,124.5426636,NA,4,Ae,Mineral,0.0,-2.0,2.0,1.24,1,0.0,1,3.36,2,,,,833.0,,833.0,,False
3698,"BEC (Meidinger and Pojar, 1991)",399,Brunisolic,49.35863876,124.5426636,NA,5,B,Mineral,-2.0,-40.0,38.0,1.45,1,15.0,1,1.2,2,,,,5620.0,,5620.0,,False
3699,"BEC (Meidinger and Pojar, 1991)",399,Brunisolic,49.35863876,124.5426636,NA,6,Fm,Organic,0.0,0.0,0.0,0.0,1,0.0,1,37.4,2,,,,0.0,,0.0,,False
3700,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,1,S,Organic,7.0,4.0,3.0,0.0,1,0.0,1,,2,25.0,7.0,32.0,,4075.0,,40.75,True
3701,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,2,Lv,Organic,4.0,3.0,1.0,0.16,1,0.0,1,37.4,2,,,,598.0,,598.0,,False
3702,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,3,Fm,Organic,3.0,1.0,2.0,0.16,1,0.0,1,37.4,2,,,,1197.0,,1197.0,,False
3703,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,4,Hr,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,,,,494.0,,494.0,,False
3704,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,5,Bm,Mineral,0.0,-15.0,15.0,1.45,1,60.0,1,1.2,2,,,,1044.0,,1044.0,,False
3705,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,6,Bf,Mineral,-15.0,-25.0,10.0,1.03,1,40.0,1,1.2,2,,,,742.0,,742.0,,False
3706,"BEC (Meidinger and Pojar, 1991)",400,Brunisolic,49.16210938,124.7789001,NA,7,R,Mineral,0.0,0.0,0.0,0.0,1,0.0,1,,2,,,,,,,,False
3707,"BEC (Meidinger and Pojar, 1991)",401,Regosolic,49.29013824,124.6573029,NA,1,IAH,Mineral,0.0,-38.0,38.0,0.97,1,0.0,1,7.94,2,100.0,0.0,100.0,29267.0,43803.0,29267.0,438.03,True
3708,"BEC (Meidinger and Pojar, 1991)",401,Regosolic,49.29013824,124.6573029,NA,2,IC,Mineral,-38.0,-65.0,27.0,1.1,1,90.0,1,0.92,2,,,,273.0,,273.0,,False
3709,"BEC (Meidinger and Pojar, 1991)",401,Regosolic,49.29013824,124.6573029,NA,3,IIAHb,Mineral,-65.0,-73.0,8.0,0.97,1,0.0,1,7.94,2,,,,6161.0,,6161.0,,False
3710,"BEC (Meidinger and Pojar, 1991)",401,Regosolic,49.29013824,124.6573029,NA,4,IIC,Mineral,-73.0,-82.0,9.0,1.1,1,65.0,1,0.92,2,,,,319.0,,319.0,,False
3711,"BEC (Meidinger and Pojar, 1991)",401,Regosolic,49.29013824,124.6573029,NA,5,IIIAHb,Mineral,-82.0,-92.0,10.0,0.97,1,0.0,1,7.94,2,,,,7702.0,,7702.0,,False
3712,"BEC (Meidinger and Pojar, 1991)",401,Regosolic,49.29013824,124.6573029,NA,6,IIIC,Mineral,-92.0,-100.0,8.0,1.1,1,90.0,1,0.92,2,,,,81.0,,81.0,,False
3713,"BEC (Meidinger and Pojar, 1991)",402,Regosolic,49.29161072,124.6559982,NA,1,Lv,Organic,1.0,0.0,1.0,0.11,1,0.0,1,25.58,2,100.0,1.0,101.0,281.0,49069.0,281.0,490.69,True
3714,"BEC (Meidinger and Pojar, 1991)",402,Regosolic,49.29161072,124.6559982,NA,2,IC,Mineral,0.0,-1.0,1.0,1.1,1,25.0,1,0.92,2,,,,76.0,,76.0,,False
3715,"BEC (Meidinger and Pojar, 1991)",402,Regosolic,49.29161072,124.6559982,NA,3,IIAhb,Mineral,-1.0,-13.0,12.0,0.97,1,25.0,1,7.94,2,,,,6932.0,,6932.0,,False
3716,"BEC (Meidinger and Pojar, 1991)",402,Regosolic,49.29161072,124.6559982,NA,4,IIC,Mineral,-13.0,-23.0,10.0,1.1,1,25.0,1,0.92,2,,,,759.0,,759.0,,False
3717,"BEC (Meidinger and Pojar, 1991)",402,Regosolic,49.29161072,124.6559982,NA,5,IIIAhb,Mineral,-23.0,-88.0,65.0,0.97,1,20.0,1,7.94,2,,,,40049.0,,40049.0,,False
3718,"BEC (Meidinger and Pojar, 1991)",402,Regosolic,49.29161072,124.6559982,NA,6,IIIC,Mineral,-88.0,-100.0,12.0,1.1,1,20.0,1,0.92,2,,,,972.0,,972.0,,False
3719,"BEC (Meidinger and Pojar, 1991)",403,Podzolic,49.34185791,124.6235733,NA,1,L,Organic,8.0,6.0,2.0,0.14,1,0.0,1,43.21,2,43.0,8.0,51.0,1210.0,7774.0,1210.0,77.74,True
3720,"BEC (Meidinger and Pojar, 1991)",403,Podzolic,49.34185791,124.6235733,NA,2,F,Organic,6.0,1.0,5.0,0.14,1,0.0,1,43.21,2,,,,3025.0,,3025.0,,False
3721,"BEC (Meidinger and Pojar, 1991)",403,Podzolic,49.34185791,124.6235733,NA,3,H,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,,,,513.0,,513.0,,False
3722,"BEC (Meidinger and Pojar, 1991)",403,Podzolic,49.34185791,124.6235733,NA,4,Bf,Mineral,0.0,-43.0,43.0,1.38,1,70.0,1,1.7,2,,,,3026.0,,3026.0,,False
3723,"BEC (Meidinger and Pojar, 1991)",403,Podzolic,49.34185791,124.6235733,NA,5,BC,Mineral,-43.0,-43.0,0.0,1.38,1,60.0,1,0.54,2,,,,0.0,,0.0,,False
3724,"BEC (Meidinger and Pojar, 1991)",404,Podzolic,49.22211838,124.769455,NA,1,L,Organic,4.0,3.0,1.0,0.14,1,0.0,1,43.21,2,170.0,8.0,178.0,605.0,605.0,605.0,6.05,True
3725,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,1,L,Organic,4.0,3.0,1.0,0.16,1,0.0,1,37.4,2,,,,598.0,30092.0,598.0,300.92,True
3726,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22211838,124.769455,NA,2,F,Organic,3.0,1.0,2.0,0.16,1,0.0,1,37.4,2,,,,1197.0,,1197.0,,False
3727,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,3,F,Organic,3.0,1.0,2.0,0.16,1,0.0,1,37.4,2,,,,1197.0,,1197.0,,False
3728,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22211838,124.769455,NA,4,H,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,,,,494.0,,494.0,,False
3729,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,5,H,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,,,,494.0,,494.0,,False
3730,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22211838,124.769455,NA,6,Ahe,Mineral,0.0,-6.0,6.0,1.07,1,25.0,1,3.36,2,,,,1618.0,,1618.0,,False
3731,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,7,AB,Mineral,0.0,-15.0,15.0,1.31,1,20.0,1,1.96,2,,,,3081.0,,3081.0,,False
3732,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22211838,124.769455,NA,8,Bf1,Mineral,-6.0,-21.0,15.0,1.03,1,25.0,1,1.2,2,,,,1390.0,,1390.0,,False
3733,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22211838,124.769455,NA,9,Bf2,Mineral,-21.0,-35.0,14.0,1.03,1,25.0,1,1.2,2,,,,1298.0,,1298.0,,False
3734,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,10,Bm1,Mineral,-15.0,-44.0,29.0,1.45,1,20.0,1,1.2,2,,,,4037.0,,4037.0,,False
3735,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,11,Bf1,Mineral,-44.0,-64.0,20.0,1.03,1,20.0,1,1.2,2,,,,1978.0,,1978.0,,False
3736,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22211838,124.769455,NA,12,Bf3,Mineral,-35.0,-70.0,35.0,1.03,1,25.0,1,1.2,2,,,,3244.0,,3244.0,,False
3737,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,13,Ob,Mineral,-64.0,-72.0,8.0,0.16,1,0.0,1,37.4,2,,,,4787.0,,4787.0,,False
3738,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,14,Aeb,Mineral,-72.0,-83.0,11.0,1.24,1,30.0,1,3.36,2,,,,3208.0,,3208.0,,False
3739,"BEC (Meidinger and Pojar, 1991)",405,Brunisolic,49.22336197,124.7682114,NA,15,Bf2,Mineral,-83.0,-100.0,17.0,1.03,1,30.0,1,1.2,2,,,,1471.0,,1471.0,,False
3740,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,1,L,Organic,8.0,6.0,2.0,0.14,1,0.0,1,43.21,2,80.0,8.0,88.0,1210.0,18429.0,1210.0,184.29,True
3741,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,2,F,Organic,6.0,2.0,4.0,0.14,1,0.0,1,43.21,2,,,,2420.0,,2420.0,,False
3742,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,3,H,Organic,2.0,0.0,2.0,0.14,1,0.0,1,36.65,2,,,,1026.0,,1026.0,,False
3743,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,4,Aej,Mineral,0.0,-2.0,2.0,1.31,1,30.0,1,4.74,2,,,,869.0,,869.0,,False
3744,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,5,Bm1,Mineral,-2.0,-10.0,8.0,1.19,1,30.0,1,1.7,2,,,,1133.0,,1133.0,,False
3745,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,6,Ob,Mineral,-10.0,-15.0,5.0,0.14,1,0.0,1,36.65,2,,,,2566.0,,2566.0,,False
3746,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,7,Bm2,Mineral,-15.0,-31.0,16.0,1.19,1,30.0,1,1.7,2,,,,2266.0,,2266.0,,False
3747,"BEC (Meidinger and Pojar, 1991)",406,Podzolic,49.24210739,124.7518539,NA,8,Bm3,Mineral,-31.0,-80.0,49.0,1.19,1,30.0,1,1.7,2,,,,6939.0,,6939.0,,False
3748,"BEC (Meidinger and Pojar, 1991)",407,Podzolic,49.24040604,124.7596283,NA,1,L,Organic,10.0,8.0,2.0,0.11,1,0.0,1,45.06,2,75.0,10.0,85.0,991.0,34738.0,991.0,347.38,True
3749,"BEC (Meidinger and Pojar, 1991)",407,Podzolic,49.24040604,124.7596283,NA,2,F,Organic,8.0,3.0,5.0,0.11,1,0.0,1,45.06,2,,,,2478.0,,2478.0,,False
3750,"BEC (Meidinger and Pojar, 1991)",407,Podzolic,49.24040604,124.7596283,NA,3,H,Organic,3.0,0.0,3.0,0.11,1,0.0,1,38.51,2,,,,1271.0,,1271.0,,False
3751,"BEC (Meidinger and Pojar, 1991)",407,Podzolic,49.24040604,124.7596283,NA,4,Ahej,Mineral,0.0,-7.0,7.0,0.93,1,35.0,1,10.95,2,,,,4633.0,,4633.0,,False
3752,"BEC (Meidinger and Pojar, 1991)",407,Podzolic,49.24040604,124.7596283,NA,5,AB,Mineral,-7.0,-21.0,14.0,0.93,1,35.0,1,10.95,2,,,,9267.0,,9267.0,,False
3753,"BEC (Meidinger and Pojar, 1991)",407,Podzolic,49.24040604,124.7596283,NA,6,Bf1,Mineral,-21.0,-75.0,54.0,1.17,1,35.0,1,3.92,2,,,,16098.0,,16098.0,,False
3754,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,1,L,Organic,7.0,6.0,1.0,0.14,1,0.0,1,43.21,2,70.0,7.0,77.0,605.0,14565.0,605.0,145.65,True
3755,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,2,F,Organic,6.0,1.0,5.0,0.14,1,0.0,1,43.21,2,,,,3025.0,,3025.0,,False
3756,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,3,H,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,,,,513.0,,513.0,,False
3757,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,4,Ae,Mineral,0.0,-4.0,4.0,1.31,1,42.0,1,4.74,2,,,,1441.0,,1441.0,,False
3758,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,5,Bf1,Mineral,-4.0,-14.0,10.0,1.38,1,42.0,1,1.7,2,,,,1361.0,,1361.0,,False
3759,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,6,Bf2,Mineral,-14.0,-28.0,14.0,1.38,1,42.0,1,1.7,2,,,,1905.0,,1905.0,,False
3760,"BEC (Meidinger and Pojar, 1991)",408,Podzolic,49.23212814,124.7780151,NA,7,Bf3,Mineral,-28.0,-70.0,42.0,1.38,1,42.0,1,1.7,2,,,,5715.0,,5715.0,,False
3761,"BEC (Meidinger and Pojar, 1991)",409,Brunisolic,49.61571884,124.4010162,NA,1,L,Organic,5.0,3.0,2.0,0.16,1,0.0,1,37.4,2,63.0,5.0,68.0,1197.0,10780.0,1197.0,107.8,True
3762,"BEC (Meidinger and Pojar, 1991)",409,Brunisolic,49.61571884,124.4010162,NA,2,F,Organic,3.0,0.0,3.0,0.16,1,0.0,1,37.4,2,,,,1795.0,,1795.0,,False
3763,"BEC (Meidinger and Pojar, 1991)",409,Brunisolic,49.61571884,124.4010162,NA,3,Ah,Mineral,0.0,-1.0,1.0,1.07,1,2.0,1,3.36,2,,,,352.0,,352.0,,False
3764,"BEC (Meidinger and Pojar, 1991)",409,Brunisolic,49.61571884,124.4010162,NA,4,Bm,Mineral,-1.0,-13.0,12.0,1.2,1,6.0,1,1.2,2,,,,1624.0,,1624.0,,False
3765,"BEC (Meidinger and Pojar, 1991)",409,Brunisolic,49.61571884,124.4010162,NA,5,II Bm,Mineral,-13.0,-47.0,34.0,1.45,1,12.0,1,1.2,2,,,,5206.0,,5206.0,,False
3766,"BEC (Meidinger and Pojar, 1991)",409,Brunisolic,49.61571884,124.4010162,NA,6,BCm,Mineral,-47.0,-63.0,16.0,1.2,1,17.0,1,0.38,2,,,,606.0,,606.0,,False
3767,"BEC (Meidinger and Pojar, 1991)",410,Podzolic,49.34141922,124.6776962,NA,1,Lv,Organic,18.0,15.0,3.0,0.14,1,0.0,1,43.21,2,118.0,8.0,126.0,1815.0,25142.0,1815.0,243.37,True
3768,"BEC (Meidinger and Pojar, 1991)",410,Podzolic,49.34141922,124.6776962,NA,2,Ah,Organic,10.0,10.0,0.0,1.31,1,0.0,1,4.74,2,,,,0.0,,0.0,,False
3769,"BEC (Meidinger and Pojar, 1991)",410,Podzolic,49.34141922,124.6776962,NA,3,Fz,Organic,15.0,10.0,5.0,0.14,1,0.0,1,43.21,2,,,,3025.0,,3025.0,,False
3770,"BEC (Meidinger and Pojar, 1991)",410,Podzolic,49.34141922,124.6776962,NA,4,Ah,Mineral,0.0,-10.0,10.0,1.31,1,0.0,1,4.74,2,,,,6209.0,,6209.0,,False
