id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,ccontent,total_c,ccontent_1m,total_c_1m
3099,"BEC (Meidinger and Pojar, 1991)",266,Podzolic,50.27553177,122.6836014,NA,4,Bf,880.0,,880.0,
3100,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,49.81877899,123.1568985,NA,1,L,141.0,14224.0,141.0,142.24
3101,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,49.81877899,123.1568985,NA,2,Ah,1155.0,,1155.0,
3102,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,49.81877899,123.1568985,NA,3,Ahj,10605.0,,10605.0,
3103,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,49.81877899,123.1568985,NA,4,C,2323.0,,2323.0,
3104,"BEC (Meidinger and Pojar, 1991)",268,Brunisolic,50.52848053,122.4680023,NA,1,LFH,3590.0,5698.0,3590.0,56.98
3105,"BEC (Meidinger and Pojar, 1991)",268,Brunisolic,50.52848053,122.4680023,NA,2,Bm,1827.0,,1827.0,
3106,"BEC (Meidinger and Pojar, 1991)",268,Brunisolic,50.52848053,122.4680023,NA,3,BC,281.0,,281.0,
3107,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,50.55780029,122.4410019,NA,1,LF,2992.0,5811.0,2992.0,58.11
3108,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,50.55780029,122.4410019,NA,2,Aej,208.0,,208.0,
3109,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,50.55780029,122.4410019,NA,3,Bm1,806.0,,806.0,
3110,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,50.55780029,122.4410019,NA,4,Bm2,1440.0,,1440.0,
3111,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,50.55780029,122.4410019,NA,5,BC,365.0,,365.0,
3112,"BEC (Meidinger and Pojar, 1991)",270,Brunisolic,50.55630112,122.4560013,NA,1,L,1496.0,1795.0,1496.0,17.95
3113,"BEC (Meidinger and Pojar, 1991)",270,Brunisolic,50.55630112,122.4560013,NA,2,F,299.0,,299.0,
3114,"BEC (Meidinger and Pojar, 1991)",270,Brunisolic,50.55630112,122.4560013,NA,3,Bm,0.0,,0.0,
3115,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,48.59313965,124.4209976,NA,1,Ln,281.0,74308.0,281.0,719.97
3116,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,48.59313965,124.4209976,NA,2,Ah/C,3697.0,,3697.0,
3117,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,48.59313965,124.4209976,NA,3,IIC,243.0,,243.0,
3118,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,48.59313965,124.4209976,NA,4,IIIAhb/C,41590.0,,41590.0,
3119,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,48.59313965,124.4209976,NA,5,IVAhb,28497.0,,26186.0,
3120,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,48.59542084,124.4204025,NA,1,Ln,1210.0,17762.0,1210.0,177.62
3121,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,48.59542084,124.4204025,NA,2,FH,11494.0,,11494.0,
3122,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,48.59542084,124.4204025,NA,3,Bm1,5058.0,,5058.0,
3123,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,48.59542084,124.4204025,NA,4,Bm2,0.0,,0.0,
3124,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,48.59511185,124.4210968,NA,1,Ln,991.0,23012.0,991.0,230.12
3125,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,48.59511185,124.4210968,NA,2,Fa,1487.0,,1487.0,
3126,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,48.59511185,124.4210968,NA,3,Hh,1271.0,,1271.0,
3127,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,48.59511185,124.4210968,NA,4,Bf,19263.0,,19263.0,
3128,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,48.59585953,124.4245987,NA,1,Lv,281.0,8306.0,281.0,83.06
3129,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,48.59585953,124.4245987,NA,2,IILv,2814.0,,2814.0,
3130,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,48.59585953,124.4245987,NA,3,C,3643.0,,3643.0,
3131,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,48.59585953,124.4245987,NA,4,IIC,1538.0,,1538.0,
3132,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,48.59585953,124.4245987,NA,5,IIIC,30.0,,30.0,
3133,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,49.48493576,123.5396805,NA,1,Ln,1210.0,32995.0,1210.0,329.95
3134,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,49.48493576,123.5396805,NA,2,Fa,4235.0,,4235.0,
3135,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,49.48493576,123.5396805,NA,3,Hh,1026.0,,1026.0,
3136,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,49.48493576,123.5396805,NA,4,Ah,6147.0,,6147.0,
3137,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,49.48493576,123.5396805,NA,5,Ae,5421.0,,5421.0,
3138,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,49.48493576,123.5396805,NA,6,Bf,14956.0,,14956.0,
3139,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,1,Ln,3025.0,33684.0,3025.0,336.84
3140,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,2,Fa,12099.0,,12099.0,
3141,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,3,Hh,4105.0,,4105.0,
3142,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,4,Ah,1863.0,,1863.0,
3143,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,5,Ae,3614.0,,3614.0,
3144,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,6,Bfc,8978.0,,8978.0,
3145,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,49.48664856,123.5426941,NA,7,Bf,0.0,,0.0,
3146,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,48.59918976,124.4311981,NA,1,Lv,1210.0,29138.0,1210.0,291.38
3147,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,48.59918976,124.4311981,NA,2,Fz,605.0,,605.0,
3148,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,48.59918976,124.4311981,NA,3,Ah,6209.0,,6209.0,
3149,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,48.59918976,124.4311981,NA,4,?,21114.0,,21114.0,
3150,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,48.59918976,124.4311981,NA,5,C,0.0,,,
3151,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,1,L,4189.0,5746.0,4189.0,57.46
3152,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,2,F,598.0,,598.0,
3153,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,3,Bm,557.0,,557.0,
3154,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,4,BC1,182.0,,182.0,
3155,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,5,C,0.0,,0.0,
3156,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,6,BC2,220.0,,220.0,
3157,"BEC (Meidinger and Pojar, 1991)",279,Podzolic,50.17544937,122.8580017,NA,1,Aej,621.0,4070.0,621.0,40.7
3158,"BEC (Meidinger and Pojar, 1991)",279,Podzolic,50.17544937,122.8580017,NA,2,B,3449.0,,3449.0,
3159,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,1,Fa,1210.0,17283.0,1210.0,172.83
3160,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,2,Hr,3079.0,,3079.0,
3161,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,3,Ae,3353.0,,3353.0,
3162,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,4,Bf,4786.0,,4786.0,
3163,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,5,Bm,4855.0,,4855.0,
3164,"BEC (Meidinger and Pojar, 1991)",281,Regosolic,49.98171997,123.0598984,NA,1,Fz,281.0,8403.0,281.0,84.03
3165,"BEC (Meidinger and Pojar, 1991)",281,Regosolic,49.98171997,123.0598984,NA,2,Bm1,1874.0,,1874.0,
3166,"BEC (Meidinger and Pojar, 1991)",281,Regosolic,49.98171997,123.0598984,NA,3,Bm2,6248.0,,6248.0,
3167,"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,49.98213959,123.0597,NA,1,Ohi1,19317.0,31827.0,19317.0,318.27
3168,"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,49.98213959,123.0597,NA,2,Ohi2,10142.0,,10142.0,
3169,"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,49.98213959,123.0597,NA,3,Bg,2368.0,,2368.0,
3170,"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,50.55849075,122.4838028,NA,1,LFH,2394.0,4569.0,2394.0,45.69
3171,"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,50.55849075,122.4838028,NA,2,Bm,2175.0,,2175.0,
3172,"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,50.55849075,122.4838028,NA,3,BC,0.0,,0.0,
3173,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,1,L,1197.0,3590.0,1197.0,35.9
3174,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,2,F,299.0,,299.0,
3175,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,3,Bm,1382.0,,1382.0,
3176,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,4,BC1,356.0,,356.0,
3177,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,5,BC2,356.0,,356.0,
3178,"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,49.98485947,123.0587997,NA,1,Ah,3038.0,6576.0,3038.0,65.76
3179,"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,49.98485947,123.0587997,NA,2,Bm1,2041.0,,2041.0,
3180,"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,49.98485947,123.0587997,NA,3,Bm2,1497.0,,1497.0,
3181,"BEC (Meidinger and Pojar, 1991)",286,NA,50.57580185,122.4680023,NA,1,NA,,0.0,,0.0
3182,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,1,L,598.0,7954.0,598.0,79.54
3183,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,2,F,898.0,,898.0,
3184,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,3,H,247.0,,247.0,
3185,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,4,Ah,1941.0,,1941.0,
3186,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,5,Bm,4072.0,,4072.0,
3187,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,6,BC,198.0,,198.0,
3188,"BEC (Meidinger and Pojar, 1991)",288,NA,50.5760994,122.4680023,NA,1,NA,,0.0,,0.0
3189,"BEC (Meidinger and Pojar, 1991)",288,NA,50.57550049,122.4690018,NA,2,NA,,,,
3190,"BEC (Meidinger and Pojar, 1991)",289,Brunisolic,50.58570099,122.4589996,NA,1,LF,2394.0,3356.0,2394.0,33.56
3191,"BEC (Meidinger and Pojar, 1991)",289,Brunisolic,50.58570099,122.4589996,NA,2,Bm,734.0,,734.0,
3192,"BEC (Meidinger and Pojar, 1991)",289,Brunisolic,50.58570099,122.4589996,NA,3,BC,228.0,,228.0,
3193,"BEC (Meidinger and Pojar, 1991)",290,Regosolic,50.59000015,122.4550018,NA,1,Bm,2437.0,2437.0,2437.0,24.37
3194,"BEC (Meidinger and Pojar, 1991)",290,Regosolic,50.59000015,122.4550018,NA,2,LFH,0.0,,0.0,
3195,"BEC (Meidinger and Pojar, 1991)",291,NA,50.57619858,122.4690018,NA,1,NA,,0.0,,0.0
3196,"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,1,L,299.0,3013.0,299.0,30.13
3197,"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,2,F,1197.0,,1197.0,
3198,"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,3,Ah,360.0,,360.0,
3199,"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,4,Bm,1157.0,,1157.0,
3200,"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,1,L,1197.0,3471.0,1197.0,34.71
3201,"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,2,F,598.0,,598.0,
3202,"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,3,Aej,167.0,,167.0,
3203,"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,4,Bm1,504.0,,504.0,
3204,"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,5,Bm2,720.0,,720.0,
3205,"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,6,BC,285.0,,285.0,
3206,"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,1,Ln,1197.0,15571.0,1197.0,155.71
3207,"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,2,Fa,2394.0,,2394.0,
3208,"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,3,Hh,4442.0,,4442.0,
3209,"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,4,Ah,7190.0,,7190.0,
3210,"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,5,Bm,348.0,,348.0,
3211,"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,1,Ln,3025.0,26311.0,3025.0,263.11
3212,"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,2,Fm,10889.0,,10889.0,
3213,"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,3,Hh,6157.0,,6157.0,
3214,"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,4,Ae,3695.0,,3695.0,
3215,"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,5,Bfj,2545.0,,2545.0,
3216,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,1,L,598.0,4873.0,598.0,48.73
3217,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,2,F,1795.0,,1795.0,
3218,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,3,H,494.0,,494.0,
3219,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,4,Aej,208.0,,208.0,
3220,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,5,Bm,1368.0,,1368.0,
3221,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,6,C,0.0,,0.0,
3222,"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,7,BC,410.0,,410.0,
3223,"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,1,Ln,991.0,30420.0,991.0,304.2
3224,"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,2,Fa,1487.0,,1487.0,
3225,"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,3,Hr,3812.0,,3812.0,
3226,"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,4,Ah,4837.0,,4837.0,
3227,"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,5,Bhf,19293.0,,19293.0,
3228,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,1,Ln,991.0,39867.0,991.0,398.67
3229,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,2,Fm,3965.0,,3965.0,
3230,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,3,Hh,847.0,,847.0,
3231,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,4,Ah,5041.0,,5041.0,
3232,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,5,Ae,13544.0,,13544.0,
3233,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,6,Bfh,15479.0,,15479.0,
3234,"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,7,Bf,0.0,,0.0,
3235,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,1,Ln,1815.0,23905.0,1815.0,239.05
3236,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,2,Fm,12099.0,,12099.0,
3237,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,3,Hh,1026.0,,1026.0,
3238,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,4,Ah,621.0,,621.0,
3239,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,5,Ae,3912.0,,3912.0,
3240,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,6,Bfgj,3284.0,,3284.0,
3241,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,7,BCc,1148.0,,1148.0,
3242,"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,8,C,0.0,,0.0,
3243,"BEC (Meidinger and Pojar, 1991)",300,NA,50.62110901,122.4505997,NA,1,NA,,0.0,,0.0
3244,"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,1,Ln,281.0,2968.0,281.0,29.68
3245,"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,2,Fm,563.0,,563.0,
3246,"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,3,Hr,1046.0,,1046.0,
3247,"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,4,Ahe,1078.0,,1078.0,
3248,"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,5,R,,,,
3249,"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,1,L,1197.0,3695.0,1197.0,36.95
3250,"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,2,Fa,1795.0,,1795.0,
3251,"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,3,H,494.0,,494.0,
3252,"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,4,Ah,18.0,,18.0,
3253,"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,5,Bmj,191.0,,191.0,
3254,"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,1,L,1077.0,3487.0,1077.0,34.87
3255,"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,2,Fa,120.0,,120.0,
3256,"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,3,Bm,2016.0,,2016.0,
3257,"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,4,BC,274.0,,274.0,
3258,"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,1,L,281.0,6914.0,281.0,69.14
3259,"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,2,Fz,281.0,,281.0,
3260,"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,3,Ah,539.0,,539.0,
3261,"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,4,CI,638.0,,638.0,
3262,"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,5,Ahb,2696.0,,2696.0,
3263,"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,6,CII,2479.0,,2479.0,
3264,"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,1,Ln,598.0,7938.0,598.0,79.38
3265,"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,2,Fm,1795.0,,1795.0,
3266,"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,3,Hh,4936.0,,4936.0,
3267,"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,4,Bm,609.0,,609.0,
3268,"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,1,Ln,598.0,4243.0,598.0,42.43
3269,"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,2,Fm,598.0,,598.0,
3270,"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,3,Hr,987.0,,987.0,
3271,"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,4,Ae,250.0,,250.0,
3272,"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,5,Bm,1810.0,,1810.0,
3273,"BEC (Meidinger and Pojar, 1991)",307,Brunisolic,50.51425171,122.5947037,NA,1,Bm,348.0,348.0,348.0,3.48
3274,"BEC (Meidinger and Pojar, 1991)",307,Brunisolic,50.51425171,122.5947037,NA,2,R,,,,
3275,"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,1,Fz,598.0,13585.0,598.0,135.85
3276,"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,2,Ah,4278.0,,4278.0,
3277,"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,3,Bm1,2799.0,,2799.0,
3278,"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,4,Bm2,5910.0,,5910.0,
3279,"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,1,Lv,598.0,8222.0,598.0,82.22
3280,"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,2,Fz,1795.0,,1795.0,
3281,"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,3,Hh,987.0,,987.0,
3282,"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,4,Ah,1150.0,,1150.0,
3283,"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,5,Bm,3062.0,,3062.0,
3284,"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,6,C,630.0,,630.0,
3285,"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,1,L,598.0,6272.0,598.0,62.72
3286,"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,2,Fm,2992.0,,2992.0,
3287,"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,3,H,494.0,,494.0,
3288,"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,4,Ahe,198.0,,198.0,
3289,"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,5,Bfj,1990.0,,1990.0,
3290,"BEC (Meidinger and Pojar, 1991)",311,Brunisolic,50.62889862,122.4869995,NA,1,LFH,1197.0,3315.0,1197.0,33.15
3291,"BEC (Meidinger and Pojar, 1991)",311,Brunisolic,50.62889862,122.4869995,NA,2,Bm,1498.0,,1498.0,
3292,"BEC (Meidinger and Pojar, 1991)",311,Brunisolic,50.62889862,122.4869995,NA,3,BC,620.0,,620.0,
3293,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,1,L,605.0,16158.0,605.0,161.58
3294,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,2,Fa,1210.0,,1210.0,
3295,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,3,Hh,1539.0,,1539.0,
3296,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,4,Ah,3105.0,,3105.0,
3297,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,5,Bfh,3754.0,,3754.0,
3298,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,6,Bf1,2989.0,,2989.0,
3299,"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,7,Bf2,2956.0,,2956.0,
3300,"BEC (Meidinger and Pojar, 1991)",313,Organic,48.62748337,124.4981689,NA,1,Om2,10543.0,26254.0,10543.0,262.54
3301,"BEC (Meidinger and Pojar, 1991)",313,Organic,48.62748337,124.4981689,NA,2,Om1,9923.0,,9923.0,
3302,"BEC (Meidinger and Pojar, 1991)",313,Organic,48.62748337,124.4981689,NA,3,Fa,4961.0,,4961.0,
3303,"BEC (Meidinger and Pojar, 1991)",313,Organic,48.62748337,124.4981689,NA,4,Ln,827.0,,827.0,
3304,"BEC (Meidinger and Pojar, 1991)",313,Organic,48.62748337,124.4981689,NA,5,NA,,,,
3305,"BEC (Meidinger and Pojar, 1991)",314,Brunisolic,50.6228981,122.5059967,NA,1,"L, F, H",2394.0,8106.0,2394.0,81.06
3306,"BEC (Meidinger and Pojar, 1991)",314,Brunisolic,50.6228981,122.5059967,NA,2,Bfj,1205.0,,1205.0,
3307,"BEC (Meidinger and Pojar, 1991)",314,Brunisolic,50.6228981,122.5059967,NA,3,Aej,625.0,,625.0,
3308,"BEC (Meidinger and Pojar, 1991)",314,Brunisolic,50.6228981,122.5059967,NA,4,Bm,3262.0,,3262.0,
3309,"BEC (Meidinger and Pojar, 1991)",314,Brunisolic,50.6228981,122.5059967,NA,5,BC,620.0,,620.0,
3310,"BEC (Meidinger and Pojar, 1991)",315,Brunisolic,50.45106125,122.6865997,NA,1,L,299.0,5671.0,299.0,56.71
