id,source,pedon_id,order,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,ccontent,ccontent_1m
643,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,1,LFH,Organic,-10.0,,10.0,0.11,1,0.0,1,17.4,0,1914.0,1914.0
644,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,2,Ae,Mineral,0.0,,12.0,0.93,1,16.0,1,3.7,0,3469.0,3469.0
645,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,3,Bh,Mineral,12.0,,31.0,0.86,1,12.5,1,4.0,0,9331.0,9331.0
646,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,4,Bf,Mineral,43.0,,21.0,1.17,1,16.5,1,1.9,0,3898.0,3898.0
647,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,5,C,Mineral,64.0,,36.0,1.74,1,13.5,1,0.7,0,3793.0,3793.0
648,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,1,LFH,Organic,-10.0,,10.0,0.11,1,0.0,1,22.0,0,2420.0,2420.0
649,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,2,Ae,Mineral,0.0,,8.0,0.93,1,16.5,1,2.8,0,1739.0,1739.0
650,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,3,Bh,Mineral,8.0,,5.0,0.86,1,29.0,1,7.7,0,2351.0,2351.0
651,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,4,C,Mineral,13.0,,87.0,1.74,1,28.5,1,1.5,0,16236.0,16236.0
652,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,1,LFH,Organic,-18.0,,18.0,0.11,1,0.0,1,16.5,0,3267.0,3267.0
653,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,2,Bh1,Mineral,0.0,,25.0,0.86,1,33.5,1,14.1,0,20159.0,20159.0
654,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,3,Bh2,Mineral,25.0,,21.0,0.86,1,3.5,1,17.9,0,31196.0,31196.0
655,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,4,Rock,Mineral,46.0,,54.0,,0,0.0,2,,0,,
656,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,1,LFH,Organic,-23.0,,23.0,0.11,1,0.0,1,44.8,0,11334.0,11334.0
657,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,2,Ae,Mineral,0.0,,8.0,0.93,1,18.5,1,7.5,0,4548.0,4548.0
658,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,3,Bh,Mineral,8.0,,15.0,0.86,1,17.0,1,14.3,0,15311.0,15311.0
659,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,4,Bhf1,Mineral,23.0,,15.0,0.86,1,11.5,1,10.9,0,12444.0,12444.0
660,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,5,Bhf2,Mineral,38.0,,10.0,0.86,1,3.5,1,19.2,0,15934.0,15934.0
661,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,6,Rock,Mineral,48.0,,52.0,,0,0.0,2,,0,,
662,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,1,LFH,Organic,-30.0,,30.0,0.14,1,0.0,1,45.0,0,18900.0,18900.0
663,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,2,Bf,Mineral,0.0,,18.0,1.46,1,31.0,1,4.3,0,7797.0,7797.0
664,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,3,BC,Mineral,18.0,,46.0,1.19,1,43.0,1,4.1,0,12793.0,12793.0
665,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,4,C,Mineral,64.0,,36.0,1.63,1,44.5,1,4.4,0,14330.0,14330.0
666,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,1,LFH,Organic,-10.0,,10.0,0.11,1,0.0,1,31.2,1,3432.0,3432.0
667,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,2,Ah1,Mineral,0.0,,8.0,0.93,1,23.5,1,14.7,0,8367.0,8367.0
668,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,3,Ah2,Mineral,8.0,,10.0,0.93,1,17.0,1,11.6,0,8954.0,8954.0
669,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,4,Bh,Mineral,18.0,,30.0,0.86,1,28.0,1,8.7,0,16161.0,16161.0
670,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,5,Bhf,Mineral,48.0,,18.0,0.86,1,23.5,1,6.7,0,7934.0,7934.0
671,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,6,Bf,Mineral,66.0,,34.0,1.17,1,13.0,1,4.7,0,16266.0,16266.0
672,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,1,LFH,Organic,-13.0,,13.0,0.14,1,0.0,1,29.8,0,5424.0,5424.0
673,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,2,Ah,Mineral,0.0,,18.0,1.31,1,8.5,1,6.0,0,12945.0,12945.0
674,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,3,Bf1,Mineral,18.0,,23.0,1.38,1,11.5,1,4.6,0,12921.0,12921.0
675,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,4,Bf2,Mineral,41.0,,17.0,1.38,1,0.5,1,5.5,0,12838.0,12838.0
676,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,5,C,Mineral,58.0,,42.0,1.63,1,18.5,1,3.3,0,18412.0,18412.0
677,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,1,LFH,Organic,-38.0,,38.0,0.11,1,0.0,1,43.4,0,18141.0,18141.0
678,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,2,Ae,Mineral,0.0,,15.0,0.93,1,17.5,1,4.5,0,5179.0,5179.0
679,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,3,Bhf1,Mineral,15.0,,20.0,0.86,1,15.0,1,7.1,0,10380.0,10380.0
680,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,4,Bhf2,Mineral,35.0,,26.0,0.86,1,26.5,1,14.8,0,24323.0,24323.0
681,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,5,Rock,Mineral,61.0,,39.0,,0,0.0,2,,0,,
682,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,1,LFH,Organic,-18.0,,18.0,0.11,1,0.0,1,36.3,0,7187.0,7187.0
683,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,2,Ah,Mineral,0.0,,15.0,0.93,1,21.5,1,20.5,0,22449.0,22449.0
684,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,3,Bh,Mineral,15.0,,26.0,0.86,1,28.5,1,11.8,0,18865.0,18865.0
685,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,4,Bf,Mineral,41.0,,59.0,1.17,1,28.5,1,8.1,0,39979.0,39979.0
686,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,1,LFH,Organic,-10.0,,10.0,0.11,1,0.0,1,30.7,0,3377.0,3377.0
687,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,2,Ah,Mineral,0.0,,15.0,0.93,1,24.5,1,10.1,0,10638.0,10638.0
688,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,3,Bh,Mineral,15.0,,17.0,0.86,1,28.5,1,8.6,0,8990.0,8990.0
689,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,4,Bhf1,Mineral,32.0,,16.0,0.86,1,24.0,1,8.2,0,8575.0,8575.0
690,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,5,Bhf2,Mineral,48.0,,16.0,0.86,1,28.5,1,8.4,0,8264.0,8264.0
691,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,6,C,Mineral,64.0,,36.0,1.74,1,30.0,1,8.4,0,36832.0,36832.0
692,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,1,LFH,Organic,-10.0,,10.0,0.14,1,0.0,1,23.0,0,3220.0,3220.0
693,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,2,Ah,Mineral,0.0,,13.0,1.31,1,33.0,1,8.6,0,9813.0,9813.0
694,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,3,Bf1,Mineral,13.0,,17.0,1.38,1,30.5,1,4.7,0,7663.0,7663.0
695,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,4,Bf2,Mineral,30.0,,41.0,1.38,1,27.0,1,2.7,0,11152.0,11152.0
696,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,5,Bhf,Mineral,71.0,,29.0,0.87,1,31.0,1,8.8,0,15320.0,15320.0
697,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,1,LFH,Organic,-28.0,,28.0,0.11,1,0.0,1,47.9,0,14753.0,14753.0
698,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,2,Ae,Mineral,0.0,,5.0,0.93,1,15.0,1,5.9,0,2332.0,2332.0
699,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,3,Bh,Mineral,5.0,,10.0,0.86,1,26.0,1,7.8,0,4964.0,4964.0
700,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,4,Bhf1,Mineral,15.0,,26.0,0.86,1,28.0,1,5.1,0,8211.0,8211.0
701,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,5,Bhf2,Mineral,41.0,,23.0,0.86,1,27.5,1,6.4,0,9178.0,9178.0
702,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,6,Bhf3,Mineral,64.0,,15.0,0.86,1,21.5,1,7.5,0,7595.0,7595.0
703,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,7,C,Mineral,79.0,,15.0,1.74,1,31.5,1,8.9,0,15912.0,15912.0
704,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,8,Rock,Mineral,94.0,,6.0,,0,0.0,2,,0,,
705,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,1,LFH,Organic,-15.0,,15.0,0.14,1,0.0,1,43.4,0,9114.0,9114.0
706,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,2,Ah,Mineral,0.0,,10.0,1.31,1,25.5,1,4.3,0,4197.0,4197.0
707,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,3,Bf1,Mineral,10.0,,13.0,1.38,1,25.0,1,2.4,0,3229.0,3229.0
708,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,4,Bf2,Mineral,23.0,,20.0,1.38,1,32.0,1,2.2,0,4129.0,4129.0
709,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,5,Bf3,Mineral,43.0,,10.0,1.38,1,36.0,1,4.7,0,4151.0,4151.0
710,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,6,Bhf,Mineral,53.0,,23.0,0.87,1,37.0,1,8.8,0,11094.0,11094.0
711,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,7,Rock,Mineral,76.0,,24.0,,0,0.0,2,,0,,
712,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,1,LFH,Organic,-13.0,,13.0,0.11,1,0.0,1,32.4,0,4633.0,4633.0
713,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,2,Bh1,Mineral,0.0,,30.0,0.86,1,35.0,1,15.2,0,25490.0,25490.0
714,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,3,Bh2,Mineral,30.0,,16.0,0.86,1,23.0,1,12.4,0,13138.0,13138.0
715,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,4,Rock,Mineral,46.0,,54.0,,0,0.0,2,,0,,
716,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,1,Ah,Mineral,0.0,,23.0,1.31,1,39.0,1,7.0,0,12866.0,12866.0
717,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,2,Bhf,Mineral,23.0,,15.0,0.87,1,30.5,1,7.3,0,6621.0,6621.0
718,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,3,Bf1,Mineral,38.0,,15.0,1.38,1,31.0,1,2.9,0,4142.0,4142.0
719,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,4,Bf2,Mineral,53.0,,26.0,1.38,1,34.0,1,3.8,1,8999.0,8999.0
720,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,5,Bf3,Mineral,79.0,,21.0,1.38,1,38.0,1,3.8,0,6828.0,6828.0
721,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,1,LFH,Organic,-33.0,,33.0,0.14,1,0.0,1,32.1,0,14830.0,14830.0
722,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,2,Ah,Mineral,0.0,,13.0,1.31,1,31.0,1,7.0,0,8225.0,8225.0
723,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,3,Bf,Mineral,13.0,,33.0,1.38,1,33.0,1,2.7,0,8238.0,8238.0
724,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,4,BC,Mineral,46.0,,18.0,1.38,1,26.0,1,0.9,0,1654.0,1654.0
725,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,5,C,Mineral,64.0,,36.0,1.63,1,29.0,1,1.2,0,5000.0,5000.0
726,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,1,LFH,Organic,-35.0,,35.0,0.11,1,0.0,1,46.3,0,17826.0,17826.0
727,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,2,Ae,Mineral,0.0,,10.0,0.93,1,9.0,1,2.9,0,2454.0,2454.0
728,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,3,Bh,Mineral,10.0,,3.0,0.86,1,15.5,1,11.3,0,2464.0,2464.0
729,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,4,Bhf,Mineral,13.0,,7.0,0.86,1,21.0,1,5.7,0,2711.0,2711.0
730,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,5,C,Mineral,20.0,,80.0,1.74,1,31.5,1,2.6,0,24792.0,24792.0
731,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,1,LFH,Organic,-5.0,,5.0,0.11,1,0.0,1,15.8,0,869.0,869.0
732,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,2,Bh,Mineral,0.0,,15.0,0.86,1,42.0,1,6.1,0,4564.0,4564.0
733,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,3,Bf,Mineral,15.0,,17.0,1.17,1,44.0,1,2.9,0,3230.0,3230.0
734,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,4,Bhf,Mineral,32.0,,37.0,0.86,1,42.5,1,19.9,0,36410.0,36410.0
735,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,5,Rock,Mineral,69.0,,31.0,,0,0.0,2,,0,,
736,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,1,LFH,Organic,-8.0,,8.0,0.14,1,0.0,1,14.4,0,1613.0,1613.0
737,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,2,Bf1,Mineral,0.0,,15.0,1.46,1,26.0,1,5.6,0,9075.0,9075.0
738,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,3,Bf2,Mineral,15.0,,15.0,1.46,1,27.5,1,7.5,0,11908.0,11908.0
739,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,4,Bhf1,Mineral,30.0,,11.0,0.87,1,24.0,1,10.0,0,7273.0,7273.0
740,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,5,Bhf2,Mineral,41.0,,12.0,0.87,1,33.5,1,10.2,0,7081.0,7081.0
741,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,6,Rock,Mineral,53.0,,47.0,,0,0.0,2,,0,,
742,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,1,LFH,Organic,-13.0,,13.0,0.11,1,0.0,1,21.2,0,3032.0,3032.0
743,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,2,Bh1,Mineral,0.0,,8.0,0.86,1,12.0,1,16.0,0,9687.0,9687.0
744,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,3,Bh2,Mineral,8.0,,15.0,0.86,1,29.5,1,9.6,0,8731.0,8731.0
745,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,4,Bhf1,Mineral,23.0,,23.0,0.86,1,23.5,1,7.4,0,11197.0,11197.0
746,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,5,Bhf2,Mineral,46.0,,33.0,0.86,1,26.0,1,7.8,0,16381.0,16381.0
747,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,6,Bf,Mineral,79.0,,21.0,1.17,1,29.5,1,4.2,0,7275.0,7275.0
748,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,1,Ah,Mineral,0.0,,8.0,1.31,1,20.0,1,10.7,0,8971.0,8971.0
749,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,2,Bhf,Mineral,8.0,,7.0,0.87,1,12.0,1,5.5,0,2948.0,2948.0
750,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,3,Bf,Mineral,15.0,,22.0,1.38,1,11.5,1,4.3,0,11553.0,11553.0
751,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,4,IC,Mineral,37.0,,9.0,1.63,1,24.0,1,2.0,0,2230.0,2230.0
752,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,5,IIBf,Mineral,46.0,,33.0,1.38,1,7.0,1,2.1,0,8894.0,8894.0
753,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,6,IIC,Mineral,79.0,,21.0,1.63,1,40.0,1,1.4,0,2875.0,2875.0
754,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,1,LFH,Organic,-8.0,,8.0,0.11,1,0.0,1,18.7,0,1646.0,1646.0
755,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,2,Ah,Mineral,0.0,,28.0,0.93,1,36.5,1,12.6,0,20835.0,20835.0
756,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,3,Bf1,Mineral,28.0,,33.0,1.17,1,31.5,1,4.2,0,11108.0,11108.0
757,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,4,Bf2,Mineral,61.0,,18.0,1.17,1,32.5,1,5.6,0,7961.0,7961.0
758,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,5,Bhf,Mineral,79.0,,21.0,0.86,1,33.5,1,9.1,0,10929.0,10929.0
759,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,1,Ah,Mineral,0.0,,10.0,0.93,1,35.0,1,13.3,0,8040.0,8040.0
760,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,2,Bf,Mineral,10.0,,18.0,1.17,1,32.5,1,7.3,0,10377.0,10377.0
761,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,3,Bhf1,Mineral,28.0,,20.0,0.86,1,20.5,1,7.7,0,10529.0,10529.0
762,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,4,Bhf2,Mineral,48.0,,36.0,0.86,1,29.5,1,6.8,0,14842.0,14842.0
763,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,5,Bhf3,Mineral,84.0,,16.0,0.86,1,29.0,1,6.5,0,6350.0,6350.0
764,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,1,Ah,Mineral,0.0,,10.0,0.93,1,0.0,1,7.5,0,6975.0,6975.0
765,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,2,Bf1,Mineral,10.0,,18.0,1.17,1,3.0,1,3.6,0,7354.0,7354.0
766,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,3,Bh,Mineral,28.0,,15.0,0.86,1,0.0,1,4.6,0,5934.0,5934.0
767,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,4,Bf2,Mineral,43.0,,13.0,1.17,1,2.0,1,1.3,0,1938.0,1938.0
768,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,5,BC,Mineral,56.0,,8.0,1.71,1,16.5,1,1.2,0,1371.0,1371.0
769,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,6,C,Mineral,64.0,,36.0,1.74,1,31.5,1,2.1,0,9011.0,9011.0
770,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,1,LFH,Organic,-15.0,,15.0,0.11,1,0.0,1,17.0,0,2805.0,2805.0
771,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,2,Bf,Mineral,0.0,,13.0,1.17,1,18.0,1,4.7,0,5862.0,5862.0
772,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,3,C,Mineral,13.0,,10.0,1.74,1,39.0,1,1.2,0,1274.0,1274.0
773,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,4,Rock,Mineral,23.0,,77.0,,0,0.0,1,,0,,
774,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,1,Ah,Mineral,0.0,,5.0,0.93,1,0.0,1,13.9,0,6464.0,6464.0
775,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,2,Bh,Mineral,5.0,,25.0,0.86,1,0.0,1,12.5,0,26875.0,26875.0
776,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,3,BC1,Mineral,30.0,,13.0,1.71,1,37.0,1,0.5,0,700.0,700.0
777,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,4,BC2,Mineral,43.0,,23.0,1.71,1,16.5,1,3.1,0,10181.0,10181.0
778,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,5,C,Mineral,66.0,,34.0,1.74,1,15.0,1,3.1,0,15589.0,15589.0
779,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,1,L,Organic,-1.0,,1.0,0.14,1,0.0,1,39.0,1,546.0,546.0
780,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,2,Ah,Mineral,0.0,,8.0,1.31,1,0.0,1,5.4,0,5659.0,5659.0
781,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,3,Bf1,Mineral,8.0,,20.0,1.46,1,0.0,1,1.8,0,5256.0,5256.0
782,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,4,Bf2,Mineral,28.0,,10.0,1.46,1,0.0,1,0.8,0,1168.0,1168.0
783,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,5,Bfj1,Mineral,38.0,,30.0,1.46,1,0.0,1,0.7,0,3066.0,3066.0
784,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,6,Bf3,Mineral,68.0,,20.0,1.46,1,0.0,1,0.8,0,2336.0,2336.0
785,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,7,Bfj2,Mineral,88.0,,12.0,1.46,1,0.0,1,0.7,0,1226.0,1226.0
786,Inselberg et al. 1982 Land Mgmt Rep. 12,2929,Orthic Humo-Ferric Podzol,1,Ah,Mineral,0.0,,8.0,1.31,1,0.0,1,7.1,0,7441.0,7441.0
787,Inselberg et al. 1982 Land Mgmt Rep. 12,2929,Orthic Humo-Ferric Podzol,2,Bf,Mineral,8.0,,15.0,1.46,1,0.0,1,3.3,0,7227.0,7227.0
788,Inselberg et al. 1982 Land Mgmt Rep. 12,2929,Orthic Humo-Ferric Podzol,3,Bm,Mineral,23.0,,77.0,1.19,1,0.0,1,1.3,0,11912.0,11912.0
789,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,1,LFH,Organic,-15.0,,15.0,0.14,1,0.0,1,27.7,0,5817.0,5817.0
790,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,2,Ah,Mineral,0.0,,25.0,1.31,1,80.0,1,5.1,0,3340.0,3340.0
791,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,3,Bf1,Mineral,25.0,,25.0,1.38,1,55.0,1,1.5,0,2329.0,2329.0
792,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,4,Bf2,Mineral,50.0,,20.0,1.38,1,40.0,1,1.3,0,2153.0,2153.0
793,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,5,Bm,Mineral,70.0,,30.0,1.7,1,40.0,1,0.9,0,2754.0,2754.0
794,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,1,L,Organic,-1.0,,1.0,0.11,1,0.0,1,26.0,1,286.0,286.0
795,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,2,Ah1,Mineral,0.0,,25.0,0.97,1,0.0,1,3.6,0,8730.0,8730.0
796,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,3,Ah2,Mineral,25.0,,30.0,0.97,1,0.0,1,2.3,0,6693.0,6693.0
797,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,4,C,Mineral,55.0,,45.0,1.1,1,95.0,1,0.3,0,74.0,74.0
798,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,1,L,Organic,-1.0,,1.0,0.14,1,0.0,1,41.3,1,578.0,578.0
799,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,2,Ah,Mineral,0.0,,20.0,1.31,1,0.0,1,7.0,0,18340.0,18340.0
800,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,3,Bf,Mineral,20.0,,20.0,1.46,1,0.0,1,2.2,0,6424.0,6424.0
801,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,4,Bfgj,Mineral,40.0,,30.0,1.57,1,0.0,1,1.1,0,5181.0,5181.0
802,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,5,Bfg,Mineral,70.0,,20.0,1.57,1,0.0,1,0.9,0,2826.0,2826.0
803,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,6,Rock,Mineral,90.0,,10.0,,0,0.0,1,,0,,
804,Inselberg et al. 1982 Land Mgmt Rep. 12,2933,Orthic Humo-Ferric Podzol,1,LFH,Organic,-5.0,,5.0,0.14,1,0.0,1,36.4,0,2548.0,2548.0
805,Inselberg et al. 1982 Land Mgmt Rep. 12,2933,Orthic Humo-Ferric Podzol,2,Bf1,Mineral,0.0,,40.0,1.46,1,70.0,1,1.9,0,3329.0,3329.0
