id,source,pedon_id,order,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,ccontent,ccontent_1m
3015,"BEC (Meidinger and Pojar, 1991)",251,Brunisolic,2,Ah,Mineral,0.0,-20.0,20.0,1.07,1,30.0,1,3.36,2,5033.0,5033.0
3016,"BEC (Meidinger and Pojar, 1991)",251,Brunisolic,3,Bfj,Mineral,-20.0,-35.0,15.0,1.62,1,40.0,1,1.2,2,1750.0,1750.0
3017,"BEC (Meidinger and Pojar, 1991)",251,Brunisolic,4,BC,Mineral,-35.0,-60.0,25.0,1.62,1,40.0,1,0.38,2,923.0,923.0
3018,"BEC (Meidinger and Pojar, 1991)",251,Brunisolic,5,C,Mineral,-60.0,-60.0,0.0,1.84,1,40.0,1,0.39,2,0.0,0.0
3019,"BEC (Meidinger and Pojar, 1991)",252,Podzolic,1,L,Organic,10.0,8.0,2.0,0.11,1,0.0,1,45.06,2,991.0,991.0
3020,"BEC (Meidinger and Pojar, 1991)",252,Podzolic,2,F,Organic,8.0,2.0,6.0,0.11,1,0.0,1,45.06,2,2974.0,2974.0
3021,"BEC (Meidinger and Pojar, 1991)",252,Podzolic,3,H,Organic,2.0,0.0,2.0,0.11,1,0.0,1,38.51,2,847.0,847.0
3022,"BEC (Meidinger and Pojar, 1991)",252,Podzolic,4,Ah,Mineral,0.0,-30.0,30.0,0.93,1,40.0,1,10.95,2,18330.0,18330.0
3023,"BEC (Meidinger and Pojar, 1991)",252,Podzolic,5,Bhf,Mineral,-30.0,-40.0,10.0,0.86,1,40.0,1,3.92,2,2023.0,2023.0
3024,"BEC (Meidinger and Pojar, 1991)",253,Brunisolic,1,L,Organic,6.0,5.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3025,"BEC (Meidinger and Pojar, 1991)",253,Brunisolic,2,Fm,Organic,5.0,1.0,4.0,0.16,1,0.0,1,37.4,2,2394.0,2394.0
3026,"BEC (Meidinger and Pojar, 1991)",253,Brunisolic,3,H,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,494.0,494.0
3027,"BEC (Meidinger and Pojar, 1991)",253,Brunisolic,4,Aej,Mineral,0.0,-10.0,10.0,1.24,1,15.0,1,3.36,2,3541.0,3541.0
3028,"BEC (Meidinger and Pojar, 1991)",253,Brunisolic,5,Bfj,Mineral,-10.0,-40.0,30.0,1.03,1,20.0,1,1.2,2,2966.0,2966.0
3029,"BEC (Meidinger and Pojar, 1991)",253,Brunisolic,6,BC,Mineral,-40.0,-50.0,10.0,1.45,1,20.0,1,0.38,2,441.0,441.0
3030,"BEC (Meidinger and Pojar, 1991)",254,Brunisolic,1,LF,Organic,1.0,0.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3031,"BEC (Meidinger and Pojar, 1991)",254,Brunisolic,2,Ah,Mineral,0.0,-3.0,3.0,1.07,1,20.0,1,3.36,2,863.0,863.0
3032,"BEC (Meidinger and Pojar, 1991)",254,Brunisolic,3,Bm,Mineral,-3.0,-30.0,27.0,1.45,1,30.0,1,1.2,2,3289.0,3289.0
3033,"BEC (Meidinger and Pojar, 1991)",254,Brunisolic,4,R,Mineral,-30.0,-30.0,0.0,0.0,1,0.0,1,,2,,
3034,"BEC (Meidinger and Pojar, 1991)",255,Gleysolic,1,L,Organic,12.0,11.0,1.0,0.08,1,0.0,1,42.07,2,337.0,337.0
3035,"BEC (Meidinger and Pojar, 1991)",255,Gleysolic,2,F,Organic,11.0,4.0,7.0,0.12,1,0.0,1,42.07,2,3534.0,3534.0
3036,"BEC (Meidinger and Pojar, 1991)",255,Gleysolic,3,H,Organic,4.0,0.0,4.0,0.21,1,0.0,1,35.51,2,2983.0,2983.0
3037,"BEC (Meidinger and Pojar, 1991)",255,Gleysolic,4,Ah,Mineral,0.0,-10.0,10.0,1.01,1,15.0,1,3.85,2,3305.0,3305.0
3038,"BEC (Meidinger and Pojar, 1991)",255,Gleysolic,5,Bhg,Mineral,-10.0,-50.0,40.0,1.44,1,40.0,1,1.38,2,4769.0,4769.0
3039,"BEC (Meidinger and Pojar, 1991)",255,Gleysolic,6,BCg,Mineral,-50.0,-55.0,5.0,1.44,1,50.0,1,0.44,2,158.0,158.0
3040,"BEC (Meidinger and Pojar, 1991)",256,Brunisolic,1,LF,Organic,1.0,0.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3041,"BEC (Meidinger and Pojar, 1991)",256,Brunisolic,2,Ah,Mineral,0.0,-18.0,18.0,1.07,1,20.0,1,3.36,2,5177.0,5177.0
3042,"BEC (Meidinger and Pojar, 1991)",256,Brunisolic,3,Bm,Mineral,-18.0,-25.0,7.0,1.62,1,20.0,1,1.2,2,1089.0,1089.0
3043,"BEC (Meidinger and Pojar, 1991)",256,Brunisolic,4,R,Mineral,0.0,0.0,0.0,0.0,1,0.0,1,,2,,
3044,"BEC (Meidinger and Pojar, 1991)",257,Brunisolic,1,Ln,Organic,4.0,3.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3045,"BEC (Meidinger and Pojar, 1991)",257,Brunisolic,2,Fm,Organic,3.0,1.0,2.0,0.16,1,0.0,1,37.4,2,1197.0,1197.0
3046,"BEC (Meidinger and Pojar, 1991)",257,Brunisolic,3,Hr,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,494.0,494.0
3047,"BEC (Meidinger and Pojar, 1991)",257,Brunisolic,4,Ah,Mineral,0.0,-1.0,1.0,1.07,1,20.0,1,3.36,2,288.0,288.0
3048,"BEC (Meidinger and Pojar, 1991)",257,Brunisolic,5,Bm1,Mineral,-1.0,-65.0,64.0,1.45,1,20.0,1,1.2,2,8909.0,8909.0
3049,"BEC (Meidinger and Pojar, 1991)",257,Brunisolic,6,Bm2,Mineral,-65.0,-65.0,0.0,1.45,1,40.0,1,1.2,2,0.0,0.0
3050,"BEC (Meidinger and Pojar, 1991)",258,Brunisolic,1,Ln,Organic,3.0,2.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3051,"BEC (Meidinger and Pojar, 1991)",258,Brunisolic,2,Fz,Organic,2.0,1.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3052,"BEC (Meidinger and Pojar, 1991)",258,Brunisolic,3,Hh,Organic,1.0,0.0,1.0,0.16,1,0.0,1,30.85,2,494.0,494.0
3053,"BEC (Meidinger and Pojar, 1991)",258,Brunisolic,4,Ah,Mineral,0.0,-8.0,8.0,1.07,1,15.0,1,3.36,2,2445.0,2445.0
3054,"BEC (Meidinger and Pojar, 1991)",258,Brunisolic,5,Bm,Mineral,-8.0,-30.0,22.0,1.45,1,40.0,1,1.2,2,2297.0,2297.0
3055,"BEC (Meidinger and Pojar, 1991)",259,Brunisolic,1,Ln,Organic,4.0,3.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3056,"BEC (Meidinger and Pojar, 1991)",259,Brunisolic,2,Fa,Organic,3.0,0.5,2.5,0.16,1,0.0,1,37.4,2,1496.0,1496.0
3057,"BEC (Meidinger and Pojar, 1991)",259,Brunisolic,3,Hr,Organic,0.5,0.0,0.5,0.16,1,0.0,1,30.85,2,247.0,247.0
3058,"BEC (Meidinger and Pojar, 1991)",259,Brunisolic,4,Ah,Mineral,0.0,-5.0,5.0,1.07,1,25.0,1,3.36,2,1348.0,1348.0
3059,"BEC (Meidinger and Pojar, 1991)",259,Brunisolic,5,Bm,Mineral,-5.0,-25.0,20.0,1.45,1,45.0,1,1.2,2,1914.0,1914.0
3060,"BEC (Meidinger and Pojar, 1991)",259,Brunisolic,6,BC,Mineral,-25.0,-45.0,20.0,1.45,1,50.0,1,0.38,2,551.0,551.0
3061,"BEC (Meidinger and Pojar, 1991)",260,Podzolic,1,L,Organic,6.0,5.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
3062,"BEC (Meidinger and Pojar, 1991)",260,Podzolic,2,Fa,Organic,5.0,2.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
3063,"BEC (Meidinger and Pojar, 1991)",260,Podzolic,3,H,Organic,2.0,0.0,2.0,0.14,1,0.0,1,36.65,2,1026.0,1026.0
3064,"BEC (Meidinger and Pojar, 1991)",260,Podzolic,4,Ah,Mineral,0.0,-1.0,1.0,1.31,1,40.0,1,4.74,2,373.0,373.0
3065,"BEC (Meidinger and Pojar, 1991)",260,Podzolic,5,Bf,Mineral,-1.0,-32.0,31.0,1.38,1,40.0,1,1.7,2,4364.0,4364.0
3066,"BEC (Meidinger and Pojar, 1991)",260,Podzolic,6,Bfj,Mineral,-32.0,-32.0,0.0,1.38,1,60.0,1,1.7,2,0.0,0.0
3067,"BEC (Meidinger and Pojar, 1991)",261,Brunisolic,1,L,Organic,3.0,2.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3068,"BEC (Meidinger and Pojar, 1991)",261,Brunisolic,2,F,Organic,2.0,1.5,0.5,0.16,1,0.0,1,37.4,2,299.0,299.0
3069,"BEC (Meidinger and Pojar, 1991)",261,Brunisolic,3,H,Organic,1.5,0.0,1.5,0.16,1,0.0,1,30.85,2,740.0,740.0
3070,"BEC (Meidinger and Pojar, 1991)",261,Brunisolic,4,Ah,Mineral,0.0,-4.0,4.0,1.07,1,5.0,1,3.36,2,1366.0,1366.0
3071,"BEC (Meidinger and Pojar, 1991)",261,Brunisolic,5,Bm1,Mineral,-4.0,-22.0,18.0,1.45,1,70.0,1,1.2,2,940.0,940.0
3072,"BEC (Meidinger and Pojar, 1991)",261,Brunisolic,6,Bm2,Mineral,-22.0,-35.0,13.0,1.45,1,30.0,1,1.2,2,1583.0,1583.0
3073,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,1,Fm,Organic,8.0,3.0,5.0,0.11,1,0.0,1,45.06,2,2478.0,2478.0
3074,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,2,Hh,Organic,3.0,0.0,3.0,0.11,1,0.0,1,38.51,2,1271.0,1271.0
3075,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,3,Ae,Mineral,0.0,-5.0,5.0,0.93,1,0.0,1,10.95,2,5092.0,5092.0
3076,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,4,Bf,Mineral,-5.0,-13.0,8.0,1.17,1,50.0,1,3.92,2,1835.0,1835.0
3077,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,5,Aeb,Mineral,-13.0,-17.0,4.0,0.93,1,50.0,1,10.95,2,2037.0,2037.0
3078,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,6,Bm,Mineral,-17.0,-30.0,13.0,1.71,1,50.0,1,3.92,2,4357.0,4357.0
3079,"BEC (Meidinger and Pojar, 1991)",262,Podzolic,7,Bm2,Mineral,-30.0,-45.0,15.0,1.71,1,50.0,1,3.92,2,5027.0,5027.0
3080,"BEC (Meidinger and Pojar, 1991)",263,Gleysolic,1,Oh,Organic,15.0,0.0,15.0,0.34,1,0.0,1,35.51,2,18110.0,18110.0
3081,"BEC (Meidinger and Pojar, 1991)",263,Gleysolic,2,Bgt,Mineral,0.0,-10.0,10.0,1.56,1,20.0,1,1.38,2,1722.0,1722.0
3082,"BEC (Meidinger and Pojar, 1991)",263,Gleysolic,3,Bg,Mineral,-10.0,-15.0,5.0,1.56,1,25.0,1,1.38,2,807.0,807.0
3083,"BEC (Meidinger and Pojar, 1991)",263,Gleysolic,4,C,Mineral,-15.0,-15.0,0.0,1.26,1,25.0,1,0.45,2,0.0,0.0
3084,"BEC (Meidinger and Pojar, 1991)",263420,Gleysolic,1,Ah,Mineral,0.0,-1.0,1.0,1.03,1,0.0,1,3.85,2,397.0,397.0
3085,"BEC (Meidinger and Pojar, 1991)",263420,Gleysolic,2,B,Mineral,-1.0,-50.0,49.0,1.56,1,60.0,1,1.38,2,4219.0,4219.0
3086,"BEC (Meidinger and Pojar, 1991)",264,Podzolic,1,L,Organic,16.0,15.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
3087,"BEC (Meidinger and Pojar, 1991)",264,Podzolic,2,Fm,Organic,15.0,2.0,13.0,0.14,1,0.0,1,43.21,2,7864.0,7864.0
3088,"BEC (Meidinger and Pojar, 1991)",264,Podzolic,3,H,Organic,2.0,0.0,2.0,0.14,1,0.0,1,36.65,2,1026.0,1026.0
3089,"BEC (Meidinger and Pojar, 1991)",264,Podzolic,4,Ae,Mineral,0.0,-2.0,2.0,1.31,1,0.0,1,4.74,2,1242.0,1242.0
3090,"BEC (Meidinger and Pojar, 1991)",264,Podzolic,5,Bf,Mineral,-2.0,-19.0,17.0,1.38,1,40.0,1,1.7,2,2393.0,2393.0
3091,"BEC (Meidinger and Pojar, 1991)",265,Podzolic,1,L,Organic,10.0,7.0,3.0,0.14,1,0.0,1,43.21,2,1815.0,1815.0
3092,"BEC (Meidinger and Pojar, 1991)",265,Podzolic,2,Fm,Organic,7.0,1.0,6.0,0.14,1,0.0,1,43.21,2,3630.0,3630.0
3093,"BEC (Meidinger and Pojar, 1991)",265,Podzolic,3,Hh,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,513.0,513.0
3094,"BEC (Meidinger and Pojar, 1991)",265,Podzolic,4,Ae,Mineral,0.0,-2.0,2.0,1.31,1,10.0,1,4.74,2,1118.0,1118.0
3095,"BEC (Meidinger and Pojar, 1991)",265,Podzolic,5,Bf,Mineral,-2.0,-55.0,53.0,1.38,1,25.0,1,1.7,2,9325.0,9325.0
3096,"BEC (Meidinger and Pojar, 1991)",266,Podzolic,1,L,Organic,6.0,5.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
3097,"BEC (Meidinger and Pojar, 1991)",266,Podzolic,2,Fm,Organic,5.0,0.0,5.0,0.14,1,0.0,1,43.21,2,3025.0,3025.0
3098,"BEC (Meidinger and Pojar, 1991)",266,Podzolic,3,Ae,Mineral,0.0,-18.0,18.0,1.31,1,75.0,1,4.74,2,2794.0,2794.0
3099,"BEC (Meidinger and Pojar, 1991)",266,Podzolic,4,Bf,Mineral,-18.0,-33.0,15.0,1.38,1,75.0,1,1.7,2,880.0,880.0
3100,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,1,L,Organic,0.5,0.0,0.5,0.11,1,0.0,1,25.58,2,141.0,141.0
3101,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,2,Ah,Mineral,0.0,-2.0,2.0,0.97,1,25.0,1,7.94,2,1155.0,1155.0
3102,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,3,Ahj,Mineral,-2.0,-20.0,18.0,0.97,1,23.5,1,7.94,2,10605.0,10605.0
3103,"BEC (Meidinger and Pojar, 1991)",267,Regosolic,4,C,Mineral,-20.0,-50.0,30.0,1.1,1,23.5,1,0.92,2,2323.0,2323.0
3104,"BEC (Meidinger and Pojar, 1991)",268,Brunisolic,1,LFH,Organic,6.0,0.0,6.0,0.16,1,0.0,1,37.4,2,3590.0,3590.0
3105,"BEC (Meidinger and Pojar, 1991)",268,Brunisolic,2,Bm,Mineral,0.0,-30.0,30.0,1.45,1,65.0,1,1.2,2,1827.0,1827.0
3106,"BEC (Meidinger and Pojar, 1991)",268,Brunisolic,3,BC,Mineral,-30.0,-47.0,17.0,1.45,1,70.0,1,0.38,2,281.0,281.0
3107,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,1,LF,Organic,5.0,0.0,5.0,0.16,1,0.0,1,37.4,2,2992.0,2992.0
3108,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,2,Aej,Mineral,0.0,-1.0,1.0,1.24,1,50.0,1,3.36,2,208.0,208.0
3109,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,3,Bm1,Mineral,-1.0,-15.0,14.0,1.2,1,60.0,1,1.2,2,806.0,806.0
3110,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,4,Bm2,Mineral,-15.0,-40.0,25.0,1.2,1,60.0,1,1.2,2,1440.0,1440.0
3111,"BEC (Meidinger and Pojar, 1991)",269,Brunisolic,5,BC,Mineral,-40.0,-60.0,20.0,1.2,1,60.0,1,0.38,2,365.0,365.0
3112,"BEC (Meidinger and Pojar, 1991)",270,Brunisolic,1,L,Organic,3.0,0.5,2.5,0.16,1,0.0,1,37.4,2,1496.0,1496.0
3113,"BEC (Meidinger and Pojar, 1991)",270,Brunisolic,2,F,Organic,0.5,0.0,0.5,0.16,1,0.0,1,37.4,2,299.0,299.0
3114,"BEC (Meidinger and Pojar, 1991)",270,Brunisolic,3,Bm,Mineral,0.0,0.0,0.0,1.45,1,78.0,1,1.2,2,0.0,0.0
3115,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,1,Ln,Organic,1.0,0.0,1.0,0.11,1,0.0,1,25.58,2,281.0,281.0
3116,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,2,Ah/C,Mineral,0.0,-8.0,8.0,0.97,1,40.0,1,7.94,2,3697.0,3697.0
3117,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,3,IIC,Mineral,-8.0,-12.0,4.0,1.1,1,40.0,1,0.92,2,243.0,243.0
3118,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,4,IIIAhb/C,Mineral,-12.0,-66.0,54.0,0.97,1,0.0,1,7.94,2,41590.0,41590.0
3119,"BEC (Meidinger and Pojar, 1991)",271,Regosolic,5,IVAhb,Mineral,-66.0,-103.0,37.0,0.97,1,0.0,1,7.94,2,28497.0,26186.0
3120,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,1,Ln,Organic,21.0,19.0,2.0,0.14,1,0.0,1,43.21,2,1210.0,1210.0
3121,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,2,FH,Organic,19.0,0.0,19.0,0.14,1,0.0,1,43.21,2,11494.0,11494.0
3122,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,3,Bm1,Mineral,0.0,-50.0,50.0,1.19,1,50.0,1,1.7,2,5058.0,5058.0
3123,"BEC (Meidinger and Pojar, 1991)",272,Podzolic,4,Bm2,Mineral,-50.0,-50.0,0.0,1.19,1,50.0,1,1.7,2,0.0,0.0
3124,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,1,Ln,Organic,8.0,6.0,2.0,0.11,1,0.0,1,45.06,2,991.0,991.0
3125,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,2,Fa,Organic,6.0,3.0,3.0,0.11,1,0.0,1,45.06,2,1487.0,1487.0
3126,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,3,Hh,Organic,3.0,0.0,3.0,0.11,1,0.0,1,38.51,2,1271.0,1271.0
3127,"BEC (Meidinger and Pojar, 1991)",273,Podzolic,4,Bf,Mineral,0.0,-70.0,70.0,1.17,1,40.0,1,3.92,2,19263.0,19263.0
3128,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,1,Lv,Organic,1.0,0.0,1.0,0.11,1,0.0,1,25.58,2,281.0,281.0
3129,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,2,IILv,Mineral,-10.0,-20.0,10.0,0.11,1,0.0,1,25.58,2,2814.0,2814.0
3130,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,3,C,Mineral,0.0,-36.0,36.0,1.1,1,0.0,1,0.92,2,3643.0,3643.0
3131,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,4,IIC,Mineral,-36.0,-74.0,38.0,1.1,1,60.0,1,0.92,2,1538.0,1538.0
3132,"BEC (Meidinger and Pojar, 1991)",274,Regosolic,5,IIIC,Mineral,-74.0,-75.0,1.0,1.1,1,70.0,1,0.92,2,30.0,30.0
3133,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,1,Ln,Organic,11.0,9.0,2.0,0.14,1,0.0,1,43.21,2,1210.0,1210.0
3134,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,2,Fa,Organic,9.0,2.0,7.0,0.14,1,0.0,1,43.21,2,4235.0,4235.0
3135,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,3,Hh,Organic,2.0,0.0,2.0,0.14,1,0.0,1,36.65,2,1026.0,1026.0
3136,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,4,Ah,Mineral,0.0,-10.0,10.0,1.31,1,1.0,1,4.74,2,6147.0,6147.0
3137,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,5,Ae,Mineral,-10.0,-19.0,9.0,1.31,1,3.0,1,4.74,2,5421.0,5421.0
3138,"BEC (Meidinger and Pojar, 1991)",275,Podzolic,6,Bf,Mineral,-19.0,-94.0,75.0,1.38,1,15.0,1,1.7,2,14956.0,14956.0
3139,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,1,Ln,Organic,33.0,28.0,5.0,0.14,1,0.0,1,43.21,2,3025.0,3025.0
3140,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,2,Fa,Organic,28.0,8.0,20.0,0.14,1,0.0,1,43.21,2,12099.0,12099.0
3141,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,3,Hh,Organic,8.0,0.0,8.0,0.14,1,0.0,1,36.65,2,4105.0,4105.0
3142,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,4,Ah,Mineral,0.0,-3.0,3.0,1.31,1,0.0,1,4.74,2,1863.0,1863.0
3143,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,5,Ae,Mineral,-3.0,-9.0,6.0,1.31,1,3.0,1,4.74,2,3614.0,3614.0
3144,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,6,Bfc,Mineral,-9.0,-52.0,43.0,1.38,1,11.0,1,1.7,2,8978.0,8978.0
3145,"BEC (Meidinger and Pojar, 1991)",276,Podzolic,7,Bf,Mineral,-52.0,-52.0,0.0,1.38,1,5.0,1,1.7,2,0.0,0.0
3146,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,1,Lv,Organic,3.0,1.0,2.0,0.14,1,0.0,1,43.21,2,1210.0,1210.0
3147,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,2,Fz,Organic,1.0,0.0,1.0,0.14,1,0.0,1,43.21,2,605.0,605.0
3148,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,3,Ah,Mineral,0.0,-10.0,10.0,1.31,1,0.0,1,4.74,2,6209.0,6209.0
3149,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,4,?,Mineral,-10.0,-100.0,90.0,1.38,1,0.0,1,1.7,2,21114.0,21114.0
3150,"BEC (Meidinger and Pojar, 1991)",277,Podzolic,5,C,Mineral,-100.0,-100.0,0.0,0.0,1,50.0,1,0.55,2,0.0,
3151,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,1,L,Organic,8.0,1.0,7.0,0.16,1,0.0,1,37.4,2,4189.0,4189.0
3152,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,2,F,Organic,1.0,0.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
3153,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,3,Bm,Mineral,0.0,-8.0,8.0,1.45,1,60.0,1,1.2,2,557.0,557.0
3154,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,4,BC1,Mineral,-30.0,-8.0,22.0,1.45,1,85.0,1,0.38,2,182.0,182.0
3155,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,5,C,Mineral,-35.0,-35.0,0.0,1.38,1,85.0,1,0.39,2,0.0,0.0
3156,"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,6,BC2,Mineral,-30.0,-35.0,5.0,1.45,1,20.0,1,0.38,2,220.0,220.0
3157,"BEC (Meidinger and Pojar, 1991)",279,Podzolic,1,Aej,Mineral,0.0,-1.0,1.0,1.31,1,0.0,1,4.74,2,621.0,621.0
3158,"BEC (Meidinger and Pojar, 1991)",279,Podzolic,2,B,Mineral,-1.0,-50.0,49.0,1.38,1,70.0,1,1.7,2,3449.0,3449.0
3159,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,1,Fa,Organic,8.0,6.0,2.0,0.14,1,0.0,1,43.21,2,1210.0,1210.0
3160,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,2,Hr,Organic,6.0,0.0,6.0,0.14,1,0.0,1,36.65,2,3079.0,3079.0
3161,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,3,Ae,Mineral,0.0,-6.0,6.0,1.31,1,10.0,1,4.74,2,3353.0,3353.0
3162,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,4,Bf,Mineral,-6.0,-30.0,24.0,1.38,1,15.0,1,1.7,2,4786.0,4786.0
3163,"BEC (Meidinger and Pojar, 1991)",280,Podzolic,5,Bm,Mineral,-30.0,-60.0,30.0,1.19,1,20.0,1,1.7,2,4855.0,4855.0
3164,"BEC (Meidinger and Pojar, 1991)",281,Regosolic,1,Fz,Organic,1.0,0.0,1.0,0.11,1,0.0,1,25.58,2,281.0,281.0
3165,"BEC (Meidinger and Pojar, 1991)",281,Regosolic,2,Bm1,Mineral,0.0,-10.0,10.0,1.1,1,40.0,1,2.84,2,1874.0,1874.0
3166,"BEC (Meidinger and Pojar, 1991)",281,Regosolic,3,Bm2,Mineral,-10.0,-50.0,40.0,1.1,1,50.0,1,2.84,2,6248.0,6248.0
3167,"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,1,Ohi1,Mineral,0.0,-16.0,16.0,0.34,1,0.0,1,35.51,2,19317.0,19317.0
3168,"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,2,Ohi2,Mineral,-16.0,-30.0,14.0,0.34,1,40.0,1,35.51,2,10142.0,10142.0
3169,"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,3,Bg,Mineral,-30.0,-50.0,20.0,1.56,1,45.0,1,1.38,2,2368.0,2368.0
3170,"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,1,LFH,Organic,4.0,0.0,4.0,0.16,1,0.0,1,37.4,2,2394.0,2394.0
3171,"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,2,Bm,Mineral,0.0,-25.0,25.0,1.45,1,50.0,1,1.2,2,2175.0,2175.0
3172,"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,3,BC,Mineral,-25.0,-25.0,0.0,1.45,1,65.0,1,0.38,2,0.0,0.0
3173,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,1,L,Organic,2.5,0.5,2.0,0.16,1,0.0,1,37.4,2,1197.0,1197.0
3174,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,2,F,Organic,0.5,0.0,0.5,0.16,1,0.0,1,37.4,2,299.0,299.0
3175,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,3,Bm,Mineral,0.0,-12.0,12.0,1.2,1,20.0,1,1.2,2,1382.0,1382.0
3176,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,4,BC1,Mineral,-12.0,-24.0,12.0,1.2,1,35.0,1,0.38,2,356.0,356.0
3177,"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,5,BC2,Mineral,-24.0,-50.0,26.0,1.2,1,70.0,1,0.38,2,356.0,356.0
3178,"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,1,Ah,Mineral,0.0,-13.0,13.0,1.07,1,35.0,1,3.36,2,3038.0,3038.0
3179,"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,2,Bm1,Mineral,-13.0,-48.0,35.0,1.62,1,70.0,1,1.2,2,2041.0,2041.0
3180,"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,3,Bm2,Mineral,-48.0,-70.0,22.0,1.62,1,65.0,1,1.2,2,1497.0,1497.0
3181,"BEC (Meidinger and Pojar, 1991)",286,,1,,Mineral,0.0,0.0,0.0,0.0,1,70.0,1,,2,,
3182,"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,1,L,Organic,3.0,2.0,1.0,0.16,1,0.0,1,37.4,2,598.0,598.0
