Row,SOURCE,BEC Number,ID,GGROUP_EXP,ORDER_ONLY,LAT,LON,LATLON_Q,Elevation,Slope,Aspect,Horizon,UpperDepth,LowerDepth,DEPTH,Texture,HorizonType,MIN_D,FF_D,Zone,SurficialMaterialSurf,MINERAL_D,FF_D,TOTAL_D,BULK.DENSITY,CF,NEW.CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,next,,,,,
2270,,491,452,HFP,Podzolic,49.22975159,125.1424713,,,,,Bf2,-13,-28,15,SIL,2,15,0,CWH,C,,,,1.38,35,1.7,2287,,2287,,,,,,,
2271,,89,453,HR,Regosolic,48.93867111,125.461998,,,,,Lv,32,30,2,NA,1,0,2,,,14,32,46,0.11,0,25.58,563,36071,563,36071,1,,,,,
2272,,89,453,HR,Regosolic,48.93867111,125.461998,,,,,Fa,30,22,8,NA,1,0,8,,,,,,0.11,0,25.58,2251,,2251,,,,,,,
2273,,89,453,HR,Regosolic,48.93867111,125.461998,,,,,Hr,22,0,22,NA,1,0,22,,,,,,0.55,0,19.02,23014,,23014,,,,,,,
2274,,102,453,HR,Regosolic,48.93867111,125.461998,,,,,Ahe,0,-14,14,SIL,2,14,0,CWH,C,,,,0.97,5,7.94,10243,,10243,,,,,,,
2275,,102,453,HR,Regosolic,48.93867111,125.461998,,,,,Cg,-14,-14,0,SIL,2,0,0,CDF,WG,,,,1.1,5,0.92,0,,0,,,,,,,
2276,,756,454,HFP,Podzolic,49.90544891,124.5217972,,,,,L,7,5,2,NA,1,0,2,,,55,7,62,0.14,0,43.21,1210,16839,1210,16839,1,,,,,
2277,,756,454,HFP,Podzolic,49.90544891,124.5217972,,,,,Fa,5,3,2,NA,1,0,2,,,,,,0.14,0,43.21,1210,,1210,,,,,,,
2278,,756,454,HFP,Podzolic,49.90544891,124.5217972,,,,,H,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
2279,,815,454,HFP,Podzolic,49.90544891,124.5217972,,,,,Ae,0,-5,5,S,2,5,0,CDF,WG,,,,1.31,1,4.74,3074,,3074,,,,,,,
2280,,815,454,HFP,Podzolic,49.90544891,124.5217972,,,,,Bf,-5,-23,18,S,2,18,0,CDF,WG,,,,1.38,10,1.7,3801,,3801,,,,,,,
2281,,815,454,HFP,Podzolic,49.90544891,124.5217972,,,,,Bfj,-23,-55,32,S,2,32,0,CDF,FG,,,,1.38,20,1.7,6006,,6006,,,,,,,
2282,,815,454,HFP,Podzolic,49.90544891,124.5217972,,,,,B/C,-55,-55,0,S,2,0,0,CDF,FG,,,,1.38,0,0.54,0,,0,,,,,,,
2283,,716,455,DYB,Brunisolic,49.59983444,124.8298416,,,,,L,7,5,2,NA,1,0,2,,,35,7,42,0.16,0,37.4,1197,9298,1197,9298,1,,,,,
2284,,716,455,DYB,Brunisolic,49.59983444,124.8298416,,,,,F,5,1,4,NA,1,0,4,,,,,,0.16,0,37.4,2394,,2394,,,,,,,
2285,,716,455,DYB,Brunisolic,49.59983444,124.8298416,,,,,H,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
2286,,773,455,DYB,Brunisolic,49.59983444,124.8298416,,,,,Ah,0,-4,4,S,2,4,0,CWH,Ft,,,,1.07,0,3.36,1438,,1438,,,,,,,
2287,,773,455,DYB,Brunisolic,49.59983444,124.8298416,,,,,Bm,-4,-35,31,S,2,31,0,CWH,Ft,,,,1.45,30,1.2,3776,,3776,,,,,,,
2288,,773,455,DYB,Brunisolic,49.59983444,124.8298416,,,,,BC,-35,-35,0,S,2,0,0,CWH,Ft,,,,1.45,35,0.38,0,,0,,,,,,,
2289,,79,456,FHP,Podzolic,49.20061111,125.3203964,,,,,Lv,14.5,13,1.5,NA,1,0,1.5,,,42,14.5,56.5,0.11,0,45.06,743,12346,743,12346,1,,,,,
2290,,79,456,FHP,Podzolic,49.20061111,125.3203964,,,,,Fa,13,7,6,NA,1,0,6,,,,,,0.11,0,45.06,2974,,2974,,,,,,,
2291,,79,456,FHP,Podzolic,49.20061111,125.3203964,,,,,Hh,7,0,7,NA,1,0,7,,,,,,0.11,0,38.51,2965,,2965,,,,,,,
2292,,92,456,FHP,Podzolic,49.20061111,125.3203964,,,,,Bhf,0,-42,42,SIL,2,42,0,CWH,C,,,,0.86,60,3.92,5664,,5664,,,,,,,
2293,,92,456,FHP,Podzolic,49.20061111,125.3203964,,,,,Bf,-42,-42,0,SL,2,0,0,CWH,C,,,,1.17,60,3.92,0,,0,,,,,,,
2294,,90,457,FHP,Podzolic,49.20513916,125.3182983,,,,,Lv,9,8,1,NA,1,0,1,,,80,9,89,0.11,0,45.06,496,27453,496,27453,1,,,,,
2295,,90,457,FHP,Podzolic,49.20513916,125.3182983,,,,,Fa,8,5,3,NA,1,0,3,,,,,,0.11,0,45.06,1487,,1487,,,,,,,
2296,,90,457,FHP,Podzolic,49.20513916,125.3182983,,,,,Hh,5,0,5,NA,1,0,5,,,,,,0.11,0,38.51,2118,,2118,,,,,,,
2297,,103,457,FHP,Podzolic,49.20513916,125.3182983,,,,,Ahe,0,-4,4,SIL,2,4,0,CWH,C,,,,0.93,25,10.95,3055,,3055,,,,,,,
2298,,103,457,FHP,Podzolic,49.20513916,125.3182983,,,,,Bhf,-4,-15,11,SIL,2,11,0,CWH,W,,,,0.86,35,3.92,2410,,2410,,,,,,,
2299,,103,457,FHP,Podzolic,49.20513916,125.3182983,,,,,Bfu,-15,-80,65,SIL,2,65,0,CWH,W,,,,1.17,40,3.92,17887,,17887,,,,,,,
2300,,91,458,FHP,Podzolic,49.05694962,125.478302,,,,,Lv,10,8,2,NA,1,0,2,,,40,10,50,0.11,0,45.06,991,18379,991,18379,1,,,,,
2301,,91,458,FHP,Podzolic,49.05694962,125.478302,,,,,Fa,8,5,3,NA,1,0,3,,,,,,0.11,0,45.06,1487,,1487,,,,,,,
2302,,91,458,FHP,Podzolic,49.05694962,125.478302,,,,,Hh,5,0,5,NA,1,0,5,,,,,,0.11,0,38.51,2118,,2118,,,,,,,
2303,,104,458,FHP,Podzolic,49.05694962,125.478302,,,,,Ae,0,-4,4,SIL,2,4,0,CWH,FG,,,,0.93,0,10.95,4073,,4073,,,,,,,
2304,,104,458,FHP,Podzolic,49.05694962,125.478302,,,,,Bhf,-4,-40,36,SIL,2,36,0,CWH,FG,,,,0.86,20,3.92,9709,,9709,,,,,,,
2305,,104,458,FHP,Podzolic,49.05694962,125.478302,,,,,Bf,-40,-40,0,SIL,2,0,0,CWH,FG,,,,1.17,20,3.92,0,,0,,,,,,,
2306,,709,459,MB,Brunisolic,49.00754929,125.5474625,,,,,Ah1,0,-8,8,SIL,2,8,0,CWH,FG,65,0,65,1.07,0,3.36,2876,21321,2876,21321,1,,,,,
2307,,709,459,MB,Brunisolic,49.00754929,125.5474625,,,,,Ah2,-8,-55,47,SIL,2,47,0,CDF,WG,,,,1.07,1,3.36,16728,,16728,,,,,,,
2308,,709,459,MB,Brunisolic,49.00754929,125.5474625,,,,,Bm,-55,-65,10,FSL,2,10,0,CDF,WG,,,,1.43,0,1.2,1716,,1716,,,,,,,
2309,,659,459,MB,Brunisolic,49.00754929,125.5474625,,,,,L,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
2310,,659,459,MB,Brunisolic,49.00754929,125.5474625,,,,,H,0,0,0,NA,1,0,0,,,,,,0.16,0,30.85,0,,0,,,,,,,
2311,,659,459,MB,Brunisolic,49.00754929,125.5474625,,,,,F,0,0,0,NA,1,0,0,,,,,,0.16,0,37.4,0,,0,,,,,,,
2312,,759,460,HFP,Podzolic,49.95774841,124.6604004,,,,,L,8,7,1,NA,1,0,1,,,75,8,83,0.14,0,43.21,605,17894,605,17894,1,,,,,
2313,,759,460,HFP,Podzolic,49.95774841,124.6604004,,,,,H,7,0,7,NA,1,0,7,,,,,,0.14,0,36.65,3592,,3592,,,,,,,
2314,,818,460,HFP,Podzolic,49.95774841,124.6604004,,,,,Ah,0,-6,6,SIL,2,6,0,CDF,WG,,,,1.31,5,4.74,3539,,3539,,,,,,,
2315,,818,460,HFP,Podzolic,49.95774841,124.6604004,,,,,Bf1,-6,-23,17,LS,2,17,0,CWH,C,,,,1.38,35,1.7,2592,,2592,,,,,,,
2316,,818,460,HFP,Podzolic,49.95774841,124.6604004,,,,,Bf2,-23,-71,48,S,2,48,0,CWH,C,,,,1.38,40,1.7,6756,,6756,,,,,,,
2317,,818,460,HFP,Podzolic,49.95774841,124.6604004,,,,,Bm,-71,-75,4,,2,4,0,CWH,M,,,,1.19,0,1.7,809,,809,,,,,,,
2318,,714,461,HFP,Podzolic,49.94511414,124.6980972,,,,,L,6,3,3,NA,1,0,3,,,65,6,71,0.14,0,43.21,1815,14797,1815,14797,1,,,,,
2319,,714,461,HFP,Podzolic,49.94511414,124.6980972,,,,,F,3,0,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
2320,,771,461,HFP,Podzolic,49.94511414,124.6980972,,,,,Aehj,0,-10,10,SL,2,10,0,CWH,M,,,,1.31,10,4.74,5588,,5588,,,,,,,
2321,,771,461,HFP,Podzolic,49.94511414,124.6980972,,,,,Bfj,-10,-41,31,LS,2,31,0,CWH,M,,,,1.38,62,1.7,2764,,2764,,,,,,,
2322,,771,461,HFP,Podzolic,49.94511414,124.6980972,,,,,II Bfj,-41,-65,24,LS,2,24,0,CWH,M,,,,1.38,50,1.7,2815,,2815,,,,,,,
2323,,344,462,G,Gleysolic,49.7053566,124.941391,,,,,Fz1,16,10,6,NA,1,0,6,,,57,16,73,0.12,0,42.07,3029,23767,3029,23767,1,,,,,
2324,,344,462,G,Gleysolic,49.7053566,124.941391,,,,,Fz2,10,2,8,NA,1,0,8,,,,,,0.12,0,42.07,4039,,4039,,,,,,,
2325,,344,462,G,Gleysolic,49.7053566,124.941391,,,,,Hhi,2,0,2,NA,1,0,2,,,,,,0.21,0,35.51,1491,,1491,,,,,,,
2326,,374,462,G,Gleysolic,49.7053566,124.941391,,,,,Ah,0,-20,20,SL,2,20,0,CWH,M,,,,1.03,0,3.85,7931,,7931,,,,,,,
2327,,374,462,G,Gleysolic,49.7053566,124.941391,,,,,Bg1,-20,-30,10,SiCL,2,10,0,CWH,M,,,,1.56,5,1.38,2045,,2045,,,,,,,
2328,,374,462,G,Gleysolic,49.7053566,124.941391,,,,,Bg2,-30,-57,27,CL,2,27,0,PP,F,,,,1.56,10,1.38,5231,,5231,,,,,,,
2329,,374,462,G,Gleysolic,49.7053566,124.941391,,,,,Cg,-57,-57,0,CL,2,0,0,PP,F,,,,1.71,0,0.45,0,,0,,,,,,,
2330,,817,463,NA,NA,49.9607811,124.7238998,,,,,Bf,0,0,0,SL,2,0,0,PP,F,0,0,0,0,0,,0,0,0,0,1,,,,,
2331,,758,463,NA,NA,49.9607811,124.7238998,,,,,H,0,0,0,NA,1,0,0,,,,,,0,0,,0,,0,,,,,,,
2332,,758,463,NA,NA,49.9607811,124.7238998,,,,,L,0,0,0,NA,1,0,0,,,,,,0,0,,0,,0,,,,,,,
2333,,758,463,NA,NA,49.9607811,124.7238998,,,,,Fa,0,0,0,NA,1,0,0,,,,,,0,0,,0,,0,,,,,,,
2334,,713,464,HR,Regosolic,49.95908737,124.7293015,,,,,L,5,4,1,NA,1,0,1,,,50,5,55,0.11,0,25.58,281,24675,281,24675,1,,,,,
2335,,713,464,HR,Regosolic,49.95908737,124.7293015,,,,,F,4,3,1,NA,1,0,1,,,,,,0.11,0,25.58,281,,281,,,,,,,
2336,,713,464,HR,Regosolic,49.95908737,124.7293015,,,,,H,3,0,3,NA,1,0,3,,,,,,0.55,0,19.02,3138,,3138,,,,,,,
2337,,770,464,HR,Regosolic,49.95908737,124.7293015,,,,,Ah,0,-18,18,LS,2,18,0,CWH,M,,,,0.97,10,7.94,12477,,12477,,,,,,,
2338,,770,464,HR,Regosolic,49.95908737,124.7293015,,,,,Bf,-18,-50,32,LS,2,32,0,CWH,M,,,,1.1,15,2.84,8497,,8497,,,,,,,
2339,,81,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Lv,12,11,1,NA,1,0,1,,,71,12,83,0.11,0,45.06,496,33806,496,33806,1,,,,,
2340,,81,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Fa,11,8,3,NA,1,0,3,,,,,,0.11,0,45.06,1487,,1487,,,,,,,
2341,,81,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Hh,8,0,8,NA,1,0,8,,,,,,0.11,0,38.51,3389,,3389,,,,,,,
2342,,94,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Ah,0,-8,8,SIL,2,8,0,CWH,M,,,,0.93,0,10.95,8147,,8147,,,,,,,
2343,,94,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Bhf,-8,-28,20,SIL,2,20,0,CWH,M,,,,0.86,10,3.92,6068,,6068,,,,,,,
2344,,94,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Bfu,-28,-51,23,SIL,2,23,0,CDF,WG,,,,1.17,5,3.92,10021,,10021,,,,,,,
2345,,94,465,FHP,Podzolic,49.09431076,125.5962982,,,,,Cg,-51,-71,20,SIL,2,20,0,CDF,WG,,,,1.74,5,1.27,4199,,4199,,,,,,,
2346,,152,466,HFP,Podzolic,49.97967148,124.7179031,,,,,Ln,6,5,1,NA,1,0,1,,,70,6,76,0.14,0,43.21,605,11420,605,11420,1,,,,,
2347,,152,466,HFP,Podzolic,49.97967148,124.7179031,,,,,Fm,5,2,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
2348,,152,466,HFP,Podzolic,49.97967148,124.7179031,,,,,Hr,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
2349,,165,466,HFP,Podzolic,49.97967148,124.7179031,,,,,Ae,0,-3,3,LS,2,3,0,CDF,WG,,,,1.31,80,4.74,373,,373,,,,,,,
2350,,165,466,HFP,Podzolic,49.97967148,124.7179031,,,,,Bf1,-3,-32,29,LS,2,29,0,CDF,,,,,1.38,80,1.7,1361,,1361,,,,,,,
2351,,165,466,HFP,Podzolic,49.97967148,124.7179031,,,,,Bf2,-32,-70,38,LS,2,38,0,CDF,,,,,1.38,30,1.7,6240,,6240,,,,,,,
2352,,198,467,HR,Regosolic,49.20280075,125.5065994,,,,,Lv,4,3,1,NA,1,0,1,,,51,4,55,0.11,0,25.58,281,3831,281,3831,1,,,,,
2353,,198,467,HR,Regosolic,49.20280075,125.5065994,,,,,Fa,3,1,2,NA,1,0,2,,,,,,0.11,0,25.58,563,,563,,,,,,,
2354,,198,467,HR,Regosolic,49.20280075,125.5065994,,,,,Hh,1,0,1,NA,1,0,1,,,,,,0.55,0,19.02,1046,,1046,,,,,,,
2355,,211,467,HR,Regosolic,49.20280075,125.5065994,,,,,Ahi,0,-16,16,SI,2,16,0,CDF,,,,,0.97,90,7.94,1232,,1232,,,,,,,
2356,,211,467,HR,Regosolic,49.20280075,125.5065994,,,,,C,-16,-51,35,S,2,35,0,CDF,,,,,1.1,80,0.92,708,,708,,,,,,,
2357,,197,468,R,Regosolic,49.20389175,125.5070038,,,,,Lv,5,3,2,NA,1,0,2,,,61,5,66,0.11,0,25.58,563,6645,563,6645,1,,,,,
2358,,197,468,R,Regosolic,49.20389175,125.5070038,,,,,Fa,3,1,2,NA,1,0,2,,,,,,0.11,0,25.58,563,,563,,,,,,,
2359,,197,468,R,Regosolic,49.20389175,125.5070038,,,,,Hh,1,0,1,NA,1,0,1,,,,,,0.55,0,19.02,1046,,1046,,,,,,,
2360,,210,468,R,Regosolic,49.20389175,125.5070038,,,,,C1,0,-18,18,LS,2,18,0,CDF,M,,,,1.1,80,0.92,364,,364,,,,,,,
2361,,210,468,R,Regosolic,49.20389175,125.5070038,,,,,C2,-18,-29,11,S,2,11,0,CDF,FG,,,,1.1,0,0.92,1113,,1113,,,,,,,
2362,,210,468,R,Regosolic,49.20389175,125.5070038,,,,,C3,-29,-37,8,S,2,8,0,CDF,FG,,,,1.1,30,0.92,567,,567,,,,,,,
2363,,210,468,R,Regosolic,49.20389175,125.5070038,,,,,C4,-37,-61,24,SL,2,24,0,CWH,W,,,,1.1,0,0.92,2429,,2429,,,,,,,
2364,,210,468,R,Regosolic,49.20389175,125.5070038,,,,,C5,-61,-61,0,LS,2,0,0,CWH,W,,,,1.1,30,0.92,0,,0,,,,,,,
2365,,199,469,DYB,Brunisolic,49.19158173,125.5274963,,,,,Lv,2,1,1,NA,1,0,1,,,50,2,52,0.16,0,37.4,598,4381,598,4381,1,,,,,
2366,,199,469,DYB,Brunisolic,49.19158173,125.5274963,,,,,Fa,1,0,1,NA,1,0,1,,,,,,0.16,0,37.4,598,,598,,,,,,,
2367,,212,469,DYB,Brunisolic,49.19158173,125.5274963,,,,,wood,0,-8,8,,2,8,0,CWH,W,,,,0,0,,0,,0,,,,,,,
2368,,212,469,DYB,Brunisolic,49.19158173,125.5274963,,,,,Ah,-8,-11,3,SIL,2,3,0,CWH,W,,,,1.07,0,3.36,1079,,1079,,,,,,,
2369,,212,469,DYB,Brunisolic,49.19158173,125.5274963,,,,,Bm,-11,-29,18,SIL,2,18,0,CWH,M,,,,1.45,40,1.2,1879,,1879,,,,,,,
2370,,212,469,DYB,Brunisolic,49.19158173,125.5274963,,,,,C,-29,-50,21,SIL,2,21,0,CWH,M,,,,1.38,80,0.39,226,,226,,,,,,,
2371,,838,470,HG,Gleysolic,49.04578018,125.6839981,,,,,Lv,25,24,1,NA,1,0,1,,,63,25,88,0.08,0,42.07,337,27082,337,27082,1,,,,,
2372,,838,470,HG,Gleysolic,49.04578018,125.6839981,,,,,Fa,24,9,15,NA,1,0,15,,,,,,0.12,0,42.07,7573,,7573,,,,,,,
2373,,838,470,HG,Gleysolic,49.04578018,125.6839981,,,,,Hr,9,0,9,NA,1,0,9,,,,,,0.21,0,35.51,6711,,6711,,,,,,,
2374,,898,470,HG,Gleysolic,49.04578018,125.6839981,,,,,Ah,0,-14,14,SI,2,14,0,CWH,M,,,,1.01,0,3.85,5444,,5444,,,,,,,
2375,,898,470,HG,Gleysolic,49.04578018,125.6839981,,,,,Bgj,-14,-43,29,SIL,2,29,0,CWH,F,,,,1.44,0,1.38,5763,,5763,,,,,,,
2376,,898,470,HG,Gleysolic,49.04578018,125.6839981,,,,,BCg,-43,-63,20,SIL,2,20,0,CWH,F,,,,1.44,1,0.44,1255,,1255,,,,,,,
2377,,39,471,G,Gleysolic,49.04211044,125.6896973,,,,,Lv,11,9,2,NA,1,0,2,,,58,11,69,0.12,0,42.07,1010,19909,1010,19909,1,,,,,
2378,,39,471,G,Gleysolic,49.04211044,125.6896973,,,,,Fa,9,4,5,NA,1,0,5,,,,,,0.12,0,42.07,2524,,2524,,,,,,,
2379,,39,471,G,Gleysolic,49.04211044,125.6896973,,,,,Hh,4,0,4,NA,1,0,4,,,,,,0.21,0,35.51,2983,,2983,,,,,,,
2380,,50,471,G,Gleysolic,49.04211044,125.6896973,,,,,Ah,0,-3,3,SI,2,3,0,CWH,F,,,,1.03,0,3.85,1190,,1190,,,,,,,
2381,,50,471,G,Gleysolic,49.04211044,125.6896973,,,,,Bgf1,-3,-25,22,SIL,2,22,0,CWH,F,,,,1.56,0,1.38,4736,,4736,,,,,,,
2382,,50,471,G,Gleysolic,49.04211044,125.6896973,,,,,Bg,-25,-40,15,SIL,2,15,0,CWH,F,,,,1.56,0,1.38,3229,,3229,,,,,,,
2383,,50,471,G,Gleysolic,49.04211044,125.6896973,,,,,Ahb,-40,-42,2,SIL,2,2,0,CWH,F,,,,1.03,0,3.85,793,,793,,,,,,,
2384,,50,471,G,Gleysolic,49.04211044,125.6896973,,,,,Bgf2,-42,-58,16,SIL,2,16,0,CWH,F,,,,1.56,0,1.38,3444,,3444,,,,,,,
2385,,50,471,G,Gleysolic,49.04211044,125.6896973,,,,,Bgcj,-58,-58,0,SIL,2,0,0,CWH,F,,,,1.56,1,1.38,0,,0,,,,,,,
2386,,345,472,M,Organic,49.75767517,124.9877777,,,,,Of,69,52,17,NA,1,0,17,,,10,69,79,0.08,0,51.68,7028,42806,7028,42806,1,,,,,
2387,,345,472,M,Organic,49.75767517,124.9877777,,,,,Om,52,40,12,NA,1,0,12,,,,,,0.12,0,51.68,7442,,7442,,,,,,,
2388,,345,472,M,Organic,49.75767517,124.9877777,,,,,Oh,40,0,40,NA,1,0,40,,,,,,0.15,0,33.88,20328,,20328,,,,,,,
2389,,375,472,M,Organic,49.75767517,124.9877777,,,,,Ah,0,-10,10,SCL,2,10,0,CWH,F,,,,0.93,15,10.13,8008,,8008,,,,,,,
2390,,375,472,M,Organic,49.75767517,124.9877777,,,,,Bg,-10,-10,0,CL,2,0,0,CWH,F,,,,1.71,2,3.63,0,,0,,,,,,,
2391,,316,473,HFP,Podzolic,50.17804718,124.7942047,,,,,Ln,36,29,7,NA,1,0,7,,,5,36,41,0.14,0,43.21,4235,20811,4235,20811,1,,,,,
2392,,316,473,HFP,Podzolic,50.17804718,124.7942047,,,,,Fa,29,15,14,NA,1,0,14,,,,,,0.14,0,43.21,8469,,8469,,,,,,,
2393,,316,473,HFP,Podzolic,50.17804718,124.7942047,,,,,Hh,15,0,15,NA,1,0,15,,,,,,0.14,0,36.65,7697,,7697,,,,,,,
2394,,346,473,HFP,Podzolic,50.17804718,124.7942047,,,,,Bf,0,-5,5,SL,2,5,0,CWH,F,,,,1.38,65,1.7,411,,411,,,,,,,
2395,,770,474,G,Gleysolic,49.73591995,125.2399979,,,,,S,25,21,4,NA,1,0,4,,,48,25,73,0,0,,0,24251,0,24251,1,,,,,
2396,,770,474,G,Gleysolic,49.73591995,125.2399979,,,,,Fa,21,20,1,NA,1,0,1,,,,,,0.12,0,42.07,505,,505,,,,,,,
2397,,770,474,G,Gleysolic,49.73591995,125.2399979,,,,,Hh,20,0,20,NA,1,0,20,,,,,,0.21,0,35.51,14914,,14914,,,,,,,
2398,,830,474,G,Gleysolic,49.73591995,125.2399979,,,,,Ahe,0,-4,4,SL,2,4,0,CWH,M,,,,1.03,0,3.85,1586,,1586,,,,,,,
2399,,830,474,G,Gleysolic,49.73591995,125.2399979,,,,,Bg,-4,-45,41,SIL,2,41,0,CWH,M,,,,1.56,20,1.38,7061,,7061,,,,,,,
2400,,830,474,G,Gleysolic,49.73591995,125.2399979,,,,,Cg,-45,-48,3,SL,2,3,0,CWH,M,,,,1.71,20,0.45,185,,185,,,,,,,
2401,,421,475,HFP,Podzolic,50.17860413,124.797348,,,,,Ln,15,8,7,NA,1,0,7,,,8,15,23,0.14,0,43.21,4235,11775,4235,11775,1,,,,,
2402,,421,475,HFP,Podzolic,50.17860413,124.797348,,,,,Fa,8,3,5,NA,1,0,5,,,,,,0.14,0,43.21,3025,,3025,,,,,,,
2403,,421,475,HFP,Podzolic,50.17860413,124.797348,,,,,Hh,3,0,3,NA,1,0,3,,,,,,0.14,0,36.65,1539,,1539,,,,,,,
2404,,468,475,HFP,Podzolic,50.17860413,124.797348,,,,,Ae,0,-5,5,SIL,2,5,0,CWH,W,,,,1.31,20,4.74,2484,,2484,,,,,,,
2405,,468,475,HFP,Podzolic,50.17860413,124.797348,,,,,Bf,-5,-8,3,SL,2,3,0,CWH,W,,,,1.38,30,1.7,493,,493,,,,,,,
2406,,468,475,HFP,Podzolic,50.17860413,124.797348,,,,,R,-8,-8,0,,2,0,0,CWH,W,,,,0,0,,0,,0,,,,,,,
2407,,422,476,HFP,Podzolic,50.17866135,124.7987747,,,,,Ln,8,6,2,NA,1,0,2,,,20,8,28,0.14,0,43.21,1210,10115,1210,10115,1,,,,,
2408,,422,476,HFP,Podzolic,50.17866135,124.7987747,,,,,Fm,6,2,4,NA,1,0,4,,,,,,0.14,0,43.21,2420,,2420,,,,,,,
2409,,422,476,HFP,Podzolic,50.17866135,124.7987747,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
2410,,469,476,HFP,Podzolic,50.17866135,124.7987747,,,,,Ae,0,-7,7,SIL,2,7,0,CWH,W,,,,1.31,20,4.74,3477,,3477,,,,,,,
2411,,469,476,HFP,Podzolic,50.17866135,124.7987747,,,,,Bf,-7,-20,13,SL,2,13,0,CWH,W,,,,1.38,35,1.7,1982,,1982,,,,,,,
2412,,469,476,HFP,Podzolic,50.17866135,124.7987747,,,,,R,-20,-20,0,,2,0,0,CWH,W,,,,0,0,,0,,0,,,,,,,
2413,,420,477,FO,Organic,50.24690628,124.7874298,,,,,Ln,7,5,2,NA,1,0,2,,,4,7,11,0.08,0,51.68,827,7466,827,7466,1,,,,,
2414,,420,477,FO,Organic,50.24690628,124.7874298,,,,,Fa,5,2,3,NA,1,0,3,,,,,,0.11,0,51.68,1705,,1705,,,,,,,
2415,,420,477,FO,Organic,50.24690628,124.7874298,,,,,Hr,2,0,2,NA,1,0,2,,,,,,0.15,0,45.12,1354,,1354,,,,,,,
2416,,467,477,FO,Organic,50.24690628,124.7874298,,,,,Ae,0,-4,4,LS,2,4,0,CDF,,,,,0.93,5,10.13,3580,,3580,,,,,,,
2417,,467,477,FO,Organic,50.24690628,124.7874298,,,,,R,-4,-4,0,,2,0,0,CDF,,,,,0,0,,0,,0,,,,,,,
2418,,418,478,HFP,Podzolic,50.24840927,124.7874069,,,,,Ln,25,20,5,NA,1,0,5,,,20,25,45,0.14,0,43.21,3025,22737,3025,22737,1,,,,,
2419,,418,478,HFP,Podzolic,50.24840927,124.7874069,,,,,Fm,20,5,15,NA,1,0,15,,,,,,0.14,0,43.21,9074,,9074,,,,,,,
2420,,418,478,HFP,Podzolic,50.24840927,124.7874069,,,,,Hr,5,0,5,NA,1,0,5,,,,,,0.14,0,36.65,2566,,2566,,,,,,,
2421,,465,478,HFP,Podzolic,50.24840927,124.7874069,,,,,Ae,0,-20,20,LS,2,20,0,CWH,M,,,,1.31,35,4.74,8072,,8072,,,,,,,
2422,,419,479,FO,Organic,50.25011444,124.7881699,,,,,Ln,25,18,7,NA,1,0,7,,,2,25,27,0.08,0,51.68,2894,15242,2894,15242,1,,,,,
2423,,419,479,FO,Organic,50.25011444,124.7881699,,,,,Fm,18,3,15,NA,1,0,15,,,,,,0.11,0,51.68,8527,,8527,,,,,,,
2424,,419,479,FO,Organic,50.25011444,124.7881699,,,,,Hr,3,0,3,NA,1,0,3,,,,,,0.15,0,45.12,2030,,2030,,,,,,,
2425,,466,479,FO,Organic,50.25011444,124.7881699,,,,,Ae,0,-2,2,LS,2,2,0,MH,M,,,,0.93,5,10.13,1790,,1790,,,,,,,
2426,,466,479,FO,Organic,50.25011444,124.7881699,,,,,R,-2,-2,0,,2,0,0,MH,M,,,,0,0,,0,,0,,,,,,,
2427,,30,480,HR,Regosolic,49.9751091,125.3227997,,,,,Ln,1,0.5,0.5,NA,1,0,0.5,,,100,1,101,0.11,0,25.58,141,21105,141,21105,1,,,,,
2428,,30,480,HR,Regosolic,49.9751091,125.3227997,,,,,Fz,0.5,0,0.5,NA,1,0,0.5,,,,,,0.11,0,25.58,141,,141,,,,,,,
2429,,39,480,HR,Regosolic,49.9751091,125.3227997,,,,,Ah,0,-16,16,L,2,16,0,MH,M,,,,0.97,0,7.94,12323,,12323,,,,,,,
2430,,39,480,HR,Regosolic,49.9751091,125.3227997,,,,,C,-16,-37,21,LS,2,21,0,CWH,M,,,,1.1,0,0.92,2125,,2125,,,,,,,
2431,,39,480,HR,Regosolic,49.9751091,125.3227997,,,,,IIC,-37,-100,63,L,2,63,0,CWH,M,,,,1.1,0,0.92,6376,,6376,,,,,,,
2432,,540,481,HFP,Podzolic,50.14883423,125.2004395,,,,,Lv,5,4,1,NA,1,0,1,,,65,5,70,0.14,0,43.21,605,9050,605,9050,1,,,,,
