Row,HORIZON_ID,LOCATION_ID,HORIZON,HZN_ORG_MIN,UPPER_HZN_LIMIT,HZN_THICKNESS,BULK_DENSITY,DB_MEAS_EST,DB_EST_TYPE,CF_CLASS,CF_VOL_PCT,CF_FINAL,ORG_CARB_PCT,CARB_MEAS_EST,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M
530,15692,2918,Rock,Mineral,23,77,NA,NA,NA,,NA,0,NA,NA,NA,,NA,
531,15693,2919,Ah,Mineral,0,5,0.93,Estimated,LOOKUP_DB,,NA,0,13.9,Measured,6464,59808,6464,598.1
532,15694,2919,Bh,Mineral,5,25,0.86,Estimated,LOOKUP_DB,,NA,0,12.5,Measured,26875,,26875,
533,15695,2919,BC1,Mineral,30,13,1.71,Estimated,LOOKUP_DB,,37,37,0.5,Measured,700,,700,
534,15696,2919,BC2,Mineral,43,23,1.71,Estimated,LOOKUP_DB,,16.5,16.5,3.1,Measured,10181,,10181,
535,15697,2919,C,Mineral,66,34,1.74,Estimated,LOOKUP_DB,,15,15,3.1,Measured,15589,,15589,
536,15739,2928,L,Organic,-1,1,0.14,Estimated,LOOKUP_DB,,NA,0,39,Estimated,546,19258,546,192.6
537,15740,2928,Ah,Mineral,0,8,1.31,Estimated,LOOKUP_DB,,NA,0,5.4,Measured,5659,,5659,
538,15741,2928,Bf1,Mineral,8,20,1.46,Estimated,LOOKUP_DB,,NA,0,1.8,Measured,5256,,5256,
539,15742,2928,Bf2,Mineral,28,10,1.46,Estimated,LOOKUP_DB,,NA,0,0.8,Measured,1168,,1168,
540,15743,2928,Bfj1,Mineral,38,30,1.46,Estimated,LOOKUP_DB,,NA,0,0.7,Measured,3066,,3066,
541,15744,2928,Bf3,Mineral,68,20,1.46,Estimated,LOOKUP_DB,,NA,0,0.8,Measured,2336,,2336,
542,15745,2928,Bfj2,Mineral,88,12,1.46,Estimated,LOOKUP_DB,,NA,0,0.7,Measured,1226,,1226,
543,15746,2929,Ah,Mineral,0,8,1.31,Estimated,LOOKUP_DB,,NA,0,7.1,Measured,7441,26580,7441,265.8
544,15747,2929,Bf,Mineral,8,15,1.46,Estimated,LOOKUP_DB,,NA,0,3.3,Measured,7227,,7227,
545,15748,2929,Bm,Mineral,23,77,1.19,Estimated,LOOKUP_DB,,NA,0,1.3,Measured,11912,,11912,
546,15749,2930,LFH,Organic,-15,15,0.14,Estimated,LOOKUP_DB,,NA,0,27.7,Measured,5817,16393,5817,163.9
547,15750,2930,Ah,Mineral,0,25,1.31,Estimated,LOOKUP_DB,,80,80,5.1,Measured,3341,,3341,
548,15751,2930,Bf1,Mineral,25,25,1.38,Estimated,LOOKUP_DB,,55,55,1.5,Measured,2329,,2329,
549,15752,2930,Bf2,Mineral,50,20,1.38,Estimated,LOOKUP_DB,,40,40,1.3,Measured,2153,,2153,
550,15753,2930,Bm,Mineral,70,30,1.7,Estimated,LOOKUP_DB,,40,40,0.9,Measured,2754,,2754,
551,15754,2931,L,Organic,-1,1,0.11,Estimated,LOOKUP_DB,,NA,0,26,Estimated,286,15783,286,157.8
552,15755,2931,Ah1,Mineral,0,25,0.97,Estimated,LOOKUP_DB,,NA,0,3.6,Measured,8730,,8730,
553,15756,2931,Ah2,Mineral,25,30,0.97,Estimated,LOOKUP_DB,,NA,0,2.3,Measured,6693,,6693,
554,15757,2931,C,Mineral,55,45,1.1,Estimated,LOOKUP_DB,,95,95,0.3,Measured,74,,74,
555,15758,2932,L,Organic,-1,1,0.14,Estimated,LOOKUP_DB,,NA,0,41.3,Estimated,578,33349,578,333.5
556,15759,2932,Ah,Mineral,0,20,1.31,Estimated,LOOKUP_DB,,NA,0,7,Measured,18340,,18340,
557,15760,2932,Bf,Mineral,20,20,1.46,Estimated,LOOKUP_DB,,NA,0,2.2,Measured,6424,,6424,
558,15761,2932,Bfgj,Mineral,40,30,1.57,Estimated,LOOKUP_DB,,NA,0,1.1,Measured,5181,,5181,
559,15762,2932,Bfg,Mineral,70,20,1.57,Estimated,LOOKUP_DB,,NA,0,0.9,Measured,2826,,2826,
560,15763,2932,Rock,Mineral,90,10,NA,NA,NA,,NA,0,NA,NA,NA,,NA,
561,15764,2933,LFH,Organic,-5,5,0.14,Estimated,LOOKUP_DB,,NA,0,36.4,Measured,2548,10899,2548,109.0
562,15765,2933,Bf1,Mineral,0,40,1.46,Estimated,LOOKUP_DB,,70,70,1.9,Measured,3329,,3329,
563,15766,2933,Bm1,Mineral,40,30,1.19,Estimated,LOOKUP_DB,,70,70,0.6,Measured,643,,643,
564,15767,2933,Bf2,Mineral,70,30,1.46,Estimated,LOOKUP_DB,,NA,0,1,Measured,4380,,4380,
565,15768,2934,LFH,Organic,-6,6,0.16,Estimated,LOOKUP_DB,,NA,0,44,Measured,4224,16546,4224,165.5
566,15769,2934,Ahj,Mineral,0,8,1.07,Estimated,LOOKUP_DB,,NA,0,3.3,Measured,2825,,2825,
567,15770,2934,Bm1,Mineral,8,22,1.45,Estimated,LOOKUP_DB,,NA,0,1.1,Measured,3509,,3509,
568,15771,2934,Bfj1,Mineral,30,25,1.03,Estimated,LOOKUP_DB,,NA,0,1.1,Measured,2833,,2833,
569,15772,2934,Bm2,Mineral,55,35,1.45,Estimated,LOOKUP_DB,,NA,0,0.5,Measured,2538,,2538,
570,15773,2934,Bfj2,Mineral,90,10,1.03,Estimated,LOOKUP_DB,,NA,0,0.6,Measured,618,,618,
571,15774,2935,LFH,Organic,-10,10,0.16,Estimated,LOOKUP_DB,,NA,0,43.8,Measured,7008,12474,7008,124.7
572,15775,2935,Ah,Mineral,0,2,1.07,Estimated,LOOKUP_DB,,35,35,14.9,Measured,2073,,2073,
573,15776,2935,Bm1,Mineral,2,58,1.45,Estimated,LOOKUP_DB,,80,80,1.5,Measured,2523,,2523,
574,15777,2935,Bm2,Mineral,60,40,1.45,Estimated,LOOKUP_DB,,85,85,1,Measured,870,,870,
575,15778,2935,Bm3,Mineral,100,0,1.45,Estimated,LOOKUP_DB,,90,90,0.4,Measured,0,,0,
576,15779,2936,LFH,Organic,-7,7,0.14,Estimated,LOOKUP_DB,,NA,0,40,Measured,3920,29668,3920,296.7
577,15780,2936,Ah,Mineral,0,8,1.31,Estimated,LOOKUP_DB,,NA,0,10.6,Estimated,11109,,11109,
578,15781,2936,Bf1,Mineral,8,7,1.46,Estimated,LOOKUP_DB,,NA,0,1.9,Measured,1942,,1942,
579,15782,2936,Bf2,Mineral,15,20,1.46,Estimated,LOOKUP_DB,,NA,0,1.4,Measured,4088,,4088,
580,15783,2936,Bfj,Mineral,35,30,1.46,Estimated,LOOKUP_DB,,NA,0,1.3,Measured,5694,,5694,
581,15784,2936,Bm,Mineral,65,35,1.19,Estimated,LOOKUP_DB,,NA,0,0.7,Measured,2916,,2916,
582,15785,2937,L,Organic,-1,1,0.16,Estimated,LOOKUP_DB,,NA,0,38,Estimated,608,12463,608,124.6
583,15786,2937,Ah,Mineral,0,13,1.07,Estimated,LOOKUP_DB,,NA,0,5.7,Measured,7929,,7929,
584,15787,2937,Bm,Mineral,13,12,1.62,Estimated,LOOKUP_DB,,NA,0,1.7,Measured,3305,,3305,
585,15788,2937,IIC,Mineral,25,75,1.84,Estimated,LOOKUP_DB,,95,95,0.9,Measured,621,,621,
586,15789,2938,LF,Organic,-2,2,0.14,Estimated,LOOKUP_DB,,NA,0,29,Measured,812,23557,812,235.6
587,15790,2938,Ah,Mineral,0,7,1.31,Estimated,LOOKUP_DB,,NA,0,6.1,Measured,5594,,5594,
588,15791,2938,Bf1,Mineral,7,16,1.46,Estimated,LOOKUP_DB,,NA,0,1.6,Measured,3738,,3738,
589,15792,2938,Bf2,Mineral,23,37,1.46,Estimated,LOOKUP_DB,,NA,0,0.8,Measured,4322,,4322,
590,15793,2938,Bfj,Mineral,60,40,1.46,Estimated,LOOKUP_DB,,NA,0,0.8,Measured,4672,,4672,
591,15794,2939,LF,Organic,-7,7,0.14,Estimated,LOOKUP_DB,,NA,0,45.1,Measured,4420,,4420,
592,15795,2939,Ah,Mineral,0,5,1.31,Estimated,LOOKUP_DB,,NA,0,6.5,Measured,4258,20497,4258,205.0
593,15796,2939,Bf1,Mineral,5,30,1.46,Estimated,LOOKUP_DB,,NA,0,2.1,Measured,9198,,9198,
594,15797,2939,Bf2,Mineral,35,40,1.46,Estimated,LOOKUP_DB,,NA,0,0.9,Measured,5256,,5256,
595,15798,2939,Bm,Mineral,75,25,1.19,Estimated,LOOKUP_DB,,NA,0,0.6,Measured,1785,,1785,
596,15799,2940,LFH,Organic,-20,8,0.14,Estimated,LOOKUP_DB,,NA,0,52,Measured,5824,32474,5824,324.7
597,15800,2940,H2,Organic,-12,12,0.14,Estimated,LOOKUP_DB,,NA,0,47.8,Measured,8030,,8030,
598,15801,2940,Ah,Mineral,0,6,1.31,Estimated,LOOKUP_DB,,NA,0,5.3,Measured,4166,,4166,
599,15802,2940,Bf1,Mineral,6,29,1.46,Estimated,LOOKUP_DB,,NA,0,1.5,Measured,6351,,6351,
600,15803,2940,Bf2,Mineral,35,50,1.46,Estimated,LOOKUP_DB,,NA,0,0.9,Measured,6570,,6570,
601,15804,2940,Bfgj,Mineral,85,15,1.46,Estimated,LOOKUP_DB,,NA,0,0.7,Measured,1533,,1533,
